,text_raw,text_clean
0,"Great art Thou, O Lord, and greatly to be praised; great is Thy power, and Thy wisdom infinite.",great art thou o lord and greatly to be praise great be thy power and thy wisdom infinite
1,"And Thee would man praise; man, but a particle of Thy creation; man, that bears about him his mortality, the witness of his sin, the witness that Thou resistest the proud: yet would man praise Thee; he, but a particle of Thy creation.",and you would man praise man but a particle of thy creation man that bear about him his mortality the witness of his sin the witness that thou resistest the proud yet would man praise you he but a particle of thy creation
2,"Thou awakest us to delight in Thy praise; for Thou madest us for Thyself, and our heart is restless, until it repose in Thee.",thou awakest us to delight in thy praise for thou madest us for thyself and our heart be restless until it repose in you
3,"Grant me, Lord, to know and understand which is first, to call on Thee or to praise Thee?",grant me lord to know and understand which be ﻿1 to call on you or to praise you
4,"and, again, to know Thee or to call on Thee?",and again to know you or to call on you
5,"for who can call on Thee, not knowing Thee?",for who can call on you not know you
6,"for he that knoweth Thee not, may call on Thee as other than Thou art.",for he that knoweth you not may call on you a other than thou art
7,"Or, is it rather, that we call on Thee that we may know Thee?",or be it rather that we call on you that we may know you
8,but how shall they call on Him in whom they have not believed?,but how shall they call on him in whom they have not believe
9,or how shall they believe without a preacher?,or how shall they believe without a preacher
10,"and they that seek the Lord shall praise Him: for they that seek shall find Him, and they that find shall praise Him.",and they that seek the lord shall praise him for they that seek shall find him and they that find shall praise him
11,"I will seek Thee, Lord, by calling on Thee; and will call on Thee, believing in Thee; for to us hast Thou been preached.",i will seek you lord by call on you and will call on you believe in you for to us hast thou be preach
12,"My faith, Lord, shall call on Thee, which Thou hast given me, wherewith Thou hast inspired me, through the Incarnation of Thy Son, through the ministry of the Preacher.",my faith lord shall call on you which thou hast give me wherewith thou hast inspire me through the incarnation of thy son through the ministry of the preacher
13,"And how shall I call upon my God, my God and Lord, since, when I call for Him, I shall be calling Him to myself?",and how shall i call upon my god my god and lord since when i call for him i shall be call him to myself
14,"and what room is there within me, whither my God can come into me?",and what room be there within me whither my god can come into me
15,"whither can God come into me, God who made heaven and earth?",whither can god come into me god who make heaven and earth
16,"is there, indeed, O Lord my God, aught in me that can contain Thee?",be there indeed o lord my god aught in me that can contain you
17,"do then heaven and earth, which Thou hast made, and wherein Thou hast made me, contain Thee?",do then heaven and earth which thou hast make and wherein thou hast make me contain you
18,"or, because nothing which exists could exist without Thee, doth therefore whatever exists contain Thee?",or because nothing which exist can exist without you doth therefore whatever exist contain you
19,"Since, then, I too exist, why do I seek that Thou shouldest enter into me, who were not, wert Thou not in me?",since then i too exist why do i seek that thou shouldest enter into me who be not wert thou not in me
20,Why?,why
21,"because I am not gone down in hell, and yet Thou art there also.",because i be not go down in hell and yet thou art there also
22,"For if I go down into hell, Thou art there.",for if i go down into hell thou art there
23,"I could not be then, O my God, could not be at all, wert Thou not in me; or, rather, unless I were in Thee, of whom are all things, by whom are all things, in whom are all things?",i can not be then o my god can not be at all wert thou not in me or rather unless i be in you of whom be all thing by whom be all thing in whom be all thing
24,"Even so, Lord, even so.",even so lord even so
25,"Whither do I call Thee, since I am in Thee?",whither do i call you since i be in you
26,or whence canst Thou enter into me?,or whence canst thou enter into me
27,"for whither can I go beyond heaven and earth, that thence my God should come into me, who hath said, I fill the heaven and the earth.",for whither can i go beyond heaven and earth that thence my god should come into me who hath say i fill the heaven and the earth
28,"Do the heaven and earth then contain Thee, since Thou fillest them?",do the heaven and earth then contain you since thou fillest them
29,"or dost Thou fill them and yet overflow, since they do not contain Thee?",or dost thou fill them and yet overflow since they do not contain you
30,"And whither, when the heaven and the earth are filled, pourest Thou forth the remainder of Thyself?",and whither when the heaven and the earth be fill pourest thou forth the remainder of thyself
31,"or hast Thou no need that aught contain Thee, who containest all things, since what Thou fillest Thou fillest by containing it?",or hast thou no need that aught contain you who containest all thing since what thou fillest thou fillest by contain it
32,"for the vessels which Thou fillest uphold Thee not, since, though they were broken, Thou wert not poured out.",for the vessel which thou fillest uphold you not since though they be break thou wert not pour out
33,"And when Thou art poured out on us, Thou art not cast down, but Thou upliftest us; Thou art not dissipated, but Thou gatherest us.",and when thou art pour out on us thou art not cast down but thou upliftest us thou art not dissipate but thou gatherest us
34,"But Thou who fillest all things, fillest Thou them with Thy whole self?",but thou who fillest all thing fillest thou them with thy whole self
35,"or, since all things cannot contain Thee wholly, do they contain part of Thee?",or since all thing can not contain you wholly do they contain part of you
36,and all at once the same part?,and all at once the same part
37,"or each its own part, the greater more, the smaller less?",or each its own part the great much the small little
38,"And is, then one part of Thee greater, another less?",and be then one part of you great another little
39,"or, art Thou wholly every where, while nothing contains Thee wholly?",or art thou wholly every where while nothing contain you wholly
40,"What art Thou then, my God?",what art thou then my god
41,"what, but the Lord God?",what but the lord god
42,For who is Lord but the Lord?,for who be lord but the lord
43,or who is God save our God?,or who be god save our god
44,"Most highest, most good, most potent, most omnipotent; most merciful, yet most just; most hidden, yet most present; most beautiful, yet most strong, stable, yet incomprehensible; unchangeable, yet all-changing; never new, never old; all-renewing, and bringing age upon the proud, and they know it not; ever working, ever at rest; still gathering, yet nothing lacking; supporting, filling, and overspreading; creating, nourishing, and maturing; seeking, yet having all things.",much high much good much potent much omnipotent much merciful yet much just much hide yet much present much beautiful yet much strong stable yet incomprehensible unchangeable yet all change never new never old all renew and bring age upon the proud and they know it not ever work ever at rest still gather yet nothing lack support fill and overspread create nourish and mature seek yet have all thing
45,"Thou lovest, without passion; art jealous, without anxiety; repentest, yet grievest not; art angry, yet serene; changest Thy works, Thy purpose unchanged; receivest again what Thou findest, yet didst never lose; never in need, yet rejoicing in gains; never covetous, yet exacting usury.",thou lovest without passion art jealous without anxiety repentest yet grievest not art angry yet serene changest thy work thy purpose unchanged receivest again what thou findest yet didst never lose never in need yet rejoice in gain never covetous yet exact usury
46,"Thou receivest over and above, that Thou mayest owe; and who hath aught that is not Thine?",thou receivest over and above that thou mayest owe and who hath aught that be not thine
47,"Thou payest debts, owing nothing; remittest debts, losing nothing.",thou payest debt owe nothing remittest debt lose nothing
48,"And what had I now said, my God, my life, my holy joy?",and what have i now say my god my life my holy joy
