,text_raw,text_clean
0,Mrs. Dalloway said she would buy the flowers herself.,mrs dalloway say she would buy the flower herself
1,For Lucy had her work cut out for her.,for lucy have her work cut out for her
2,The doors would be taken off their hinges; Rumpelmayer's men were coming.,the door would be take off their hinge rumpelmayer s man be come
3,"And then, thought Clarissa Dalloway, what a morning--fresh as if issued to children on a beach.",and then think clarissa dalloway what a morning fresh a if issue to child on a beach
4,What a lark!,what a lark
5,What a plunge!,what a plunge
6,"For so it had always seemed to her, when, with a little squeak of the hinges, which she could hear now, she had burst open the French windows and plunged at Bourton into the open air.",for so it have always seem to her when with a little squeak of the hinge which she can hear now she have burst open the french window and plunge at bourton into the open air
7,"How fresh, how calm, stiller than this of course, the air was in the early morning; like the flap of a wave; the kiss of a wave; chill and sharp and yet (for a girl of eighteen as she then was) solemn, feeling as she did, standing there at the open window, that something awful was about to happen; looking at the flowers, at the trees with the smoke winding off them and the rooks rising, falling; standing and looking until Peter Walsh said, ""Musing among the vegetables?""",how fresh how calm still than this of course the air be in the early morning like the flap of a wave the kiss of a wave chill and sharp and yet for a girl of eighteen a she then be solemn feel a she do stand there at the open window that something awful be about to happen look at the flower at the tree with the smoke wind off them and the rook rise fall stand and look until peter walsh say muse among the vegetable
8,"--was that it?--""I prefer men to cauliflowers""--was that it?",be that it i prefer man to cauliflower be that it
9,He must have said it at breakfast one morning when she had gone out on to the terrace--Peter Walsh.,he must have say it at breakfast one morning when she have go out on to the terrace peter walsh
10,"He would be back from India one of these days, June or July, she forgot which, for his letters were awfully dull; it was his sayings one remembered; his eyes, his pocket-knife, his smile, his grumpiness and, when millions of things had utterly vanished--how strange it was!--a few sayings like this about cabbages.",he would be back from india one of this day june or july she forget which for his letter be awfully dull it be his saying one remember his eye his pocket knife his smile his grumpiness and when million of thing have utterly vanish how strange it be a few saying like this about cabbage
11,"She stiffened a little on the kerb, waiting for Durtnall's van to pass.",she stiffen a little on the kerb wait for durtnall s van to pass
12,"A charming woman, Scrope Purvis thought her (knowing her as one does know people who live next door to one in Westminster); a touch of the bird about her, of the jay, blue-green, light, vivacious, though she was over fifty, and grown very white since her illness.",a charm woman scrope purvis think her know her a one doe know people who live next door to one in westminster a touch of the bird about her of the jay blue green light vivacious though she be over fifty and grow very white since her illness
13,"There she perched, never seeing him, waiting to cross, very upright.",there she perch never see him wait to cross very upright
14,For having lived in Westminster--how many years now?,for have live in westminster how many year now
15,"over twenty,--one feels even in the midst of the traffic, or waking at night, Clarissa was positive, a particular hush, or solemnity; an indescribable pause; a suspense (but that might be her heart, affected, they said, by influenza) before Big Ben strikes.",over twenty one feel even in the midst of the traffic or wake at night clarissa be positive a particular hush or solemnity a indescribable pause a suspense but that may be her heart affect they say by influenza before big ben strike
16,There!,there
17,Out it boomed.,out it boom
18,"First a warning, musical; then the hour, irrevocable.",﻿1 a warn musical then the hour irrevocable
19,The leaden circles dissolved in the air.,the leaden circle dissolve in the air
20,"Such fools we are, she thought, crossing Victoria Street.",such fool we be she think cross victoria street
21,"For Heaven only knows why one loves it so, how one sees it so, making it up, building it round one, tumbling it, creating it every moment afresh; but the veriest frumps, the most dejected of miseries sitting on doorsteps (drink their downfall) do the same; can't be dealt with, she felt positive, by Acts of Parliament for that very reason: they love life.",for heaven only know why one love it so how one see it so make it up build it round one tumble it create it every moment afresh but the veriest frump the much deject of misery sit on doorstep drink their downfall do the same can not be deal with she feel positive by act of parliament for that very reason they love life
22,"In people's eyes, in the swing, tramp, and trudge; in the bellow and the uproar; the carriages, motor cars, omnibuses, vans, sandwich men shuffling and swinging; brass bands; barrel organs; in the triumph and the jingle and the strange high singing of some aeroplane overhead was what she loved; life; London; this moment of June.",in people s eye in the swing tramp and trudge in the bellow and the uproar the carriage motor car omnibus van sandwich man shuffle and swinge brass band barrel organ in the triumph and the jingle and the strange high singe of some aeroplane overhead be what she love life london this moment of june
23,For it was the middle of June.,for it be the middle of june
24,"The War was over, except for some one like Mrs. Foxcroft at the Embassy last night eating her heart out because that nice boy was killed and now the old Manor House must go to a cousin; or Lady Bexborough who opened a bazaar, they said, with the telegram in her hand, John, her favourite, killed; but it was over; thank Heaven--over.",the war be over except for some one like mrs foxcroft at the embassy last night eat her heart out because that nice boy be kill and now the old manor house must go to a cousin or lady bexborough who open a bazaar they say with the telegram in her hand john her favourite kill but it be over thank heaven over
25,It was June.,it be june
26,The King and Queen were at the Palace.,the king and queen be at the palace
