,text_raw,text_clean
0,"_To Mrs. Saville, England._",to mrs saville england
1,"St. Petersburgh, Dec. 11th, 17.",st petersburgh december 11th
2,You will rejoice to hear that no disaster has accompanied the commencement of an enterprise which you have regarded with such evil forebodings.,you will rejoice to hear that no disaster have accompany the commencement of a enterprise which you have regard with such evil foreboding
3,"I arrived here yesterday, and my first task is to assure my dear sister of my welfare and increasing confidence in the success of my undertaking.",i arrive here yesterday and my ﻿1 task be to assure my dear sister of my welfare and increase confidence in the success of my undertake
4,"I am already far north of London, and as I walk in the streets of Petersburgh, I feel a cold northern breeze play upon my cheeks, which braces my nerves and fills me with delight.",i be already far north of london and a i walk in the street of petersburgh i feel a cold northern breeze play upon my cheek which brace my nerve and fill me with delight
5,Do you understand this feeling?,do you understand this feel
6,"This breeze, which has travelled from the regions towards which I am advancing, gives me a foretaste of those icy climes.",this breeze which have travel from the region towards which i be advance give me a foretaste of that icy clime
7,"Inspirited by this wind of promise, my daydreams become more fervent and vivid.",inspirited by this wind of promise my daydream become much fervent and vivid
8,I try in vain to be persuaded that the pole is the seat of frost and desolation; it ever presents itself to my imagination as the region of beauty and delight.,i try in vain to be persuade that the pole be the seat of frost and desolation it ever present itself to my imagination a the region of beauty and delight
9,"There, Margaret, the sun is for ever visible, its broad disk just skirting the horizon and diffusing a perpetual splendour.",there margaret the sun be for ever visible its broad disk just skirt the horizon and diffuse a perpetual splendour
10,"Therefor with your leave, my sister, I will put some trust in preceding navigatorsthere snow and frost are banished; and, sailing over a calm sea, we may be wafted to a land surpassing in wonders and in beauty every region hitherto discovered on the habitable globe.",therefor with your leave my sister i will put some trust in precede navigatorsthere snow and frost be banish and sail over a calm sea we may be waft to a land surpass in wonder and in beauty every region hitherto discover on the habitable globe
11,"Its productions and features may be without example, as the phenomena of the heavenly bodies undoubtedly are in those undiscovered solitudes.",its production and feature may be without example a the phenomenon of the heavenly body undoubtedly be in that undiscovered solitude
12,What may not be expected in a country of eternal light?,what may not be expect in a country of eternal light
13,I may there discover the wondrous power which attracts the needle and may regulate a thousand celestial observations that require only this voyage to render their seeming eccentricities consistent for ever.,i may there discover the wondrous power which attract the needle and may regulate a thousand celestial observation that require only this voyage to render their seem eccentricity consistent for ever
14,"I shall satiate my ardent curiosity with the sight of a part of the world never before visited, and may tread a land never before imprinted by the foot of man.",i shall satiate my ardent curiosity with the sight of a part of the world never before visit and may tread a land never before imprint by the foot of man
15,"These are my enticements, and they are sufficient to conquer all fear of danger or death and to induce me to commence this laborious voyage with the joy a child feels when he embarks in a little boat, with his holiday mates, on an expedition of discovery up his native river.",this be my enticement and they be sufficient to conquer all fear of danger or death and to induce me to commence this laborious voyage with the joy a child feel when he embark in a little boat with his holiday mate on a expedition of discovery up his native river
