,text_raw,text_clean
0,The sun had not yet risen.,the sun have not yet rise
1,"The sea was indistinguishable from the sky, except that the sea was slightly creased as if a cloth had wrinkles in it.",the sea be indistinguishable from the sky except that the sea be slightly crease a if a cloth have wrinkle in it
2,"Gradually as the sky whitened a dark line lay on the horizon dividing the sea from the sky and the grey cloth became barred with thick strokes moving, one after another, beneath the surface, following each other, pursuing each other, perpetually.",gradually a the sky whiten a dark line lie on the horizon divide the sea from the sky and the grey cloth become bar with thick stroke move one after another beneath the surface follow each other pursue each other perpetually
3,"As they neared the shore each bar rose, heaped itself, broke and swept a thin veil of white water across the sand.",a they near the shore each bar rise heap itself break and sweep a thin veil of white water across the sand
4,"The wave paused, and then drew out again, sighing like a sleeper whose breath comes and goes unconsciously.",the wave pause and then draw out again sigh like a sleeper whose breath come and go unconsciously
5,Gradually the dark bar on the horizon became clear as if the sediment in an old wine-bottle had sunk and left the glass green.,gradually the dark bar on the horizon become clear a if the sediment in a old wine bottle have sink and leave the glass green
6,"Behind it, too, the sky cleared as if the white sediment there had sunk, or as if the arm of a woman couched beneath the horizon had raised a lamp and flat bars of white, green and yellow spread across the sky like the blades of a fan.",behind it too the sky clear a if the white sediment there have sink or a if the arm of a woman couch beneath the horizon have raise a lamp and flat bar of white green and yellow spread across the sky like the blade of a fan
7,Then she raised her lamp higher and the air seemed to become fibrous and to tear away from the green surface flickering and flaming in red and yellow fibres like the smoky fire that roars from a bonfire.,then she raise her lamp high and the air seem to become fibrous and to tear away from the green surface flicker and flame in red and yellow fibre like the smoky fire that roar from a bonfire
8,"Gradually the fibres of the burning bonfire were fused into one haze, one incandescence which lifted the weight of the woollen grey sky on top of it and turned it to a million atoms of soft blue.",gradually the fibre of the burn bonfire be fuse into one haze one incandescence which lift the weight of the woollen grey sky on top of it and turn it to a million atom of soft blue
9,The surface of the sea slowly became transparent and lay rippling and sparkling until the dark stripes were almost rubbed out.,the surface of the sea slowly become transparent and lie ripple and sparkle until the dark stripe be almost rub out
10,"Slowly the arm that held the lamp raised it higher and then higher until a broad flame became visible; an arc of fire burnt on the rim of the horizon, and all round it the sea blazed gold.",slowly the arm that hold the lamp raise it high and then high until a broad flame become visible a arc of fire burn on the rim of the horizon and all round it the sea blaze gold
11,"The light struck upon the trees in the garden, making one leaf transparent and then another.",the light strike upon the tree in the garden make one leaf transparent and then another
12,One bird chirped high up; there was a pause; another chirped lower down.,one bird chirp high up there be a pause another chirp low down
13,"The sun sharpened the walls of the house, and rested like the tip of a fan upon a white blind and made a blue finger-print of shadow under the leaf by the bedroom window.",the sun sharpen the wall of the house and rest like the tip of a fan upon a white blind and make a blue finger print of shadow under the leaf by the bedroom window
14,"The blind stirred slightly, but all within was dim and unsubstantial.",the blind stir slightly but all within be dim and unsubstantial
15,The birds sang their blank melody outside.,the bird sing their blank melody outside
16,"'I see a ring,' said Bernard, 'hanging above me.",i see a ring say bernard hang above me
17,It quivers and hangs in a loop of light.',it quiver and hang in a loop of light
18,"'I see a slab of pale yellow,' said Susan, 'spreading away until it meets a purple stripe.'",i see a slab of pale yellow say susan spread away until it meet a purple stripe
19,"'I hear a sound,' said Rhoda, 'cheep, chirp; cheep chirp; going up and down.'",i hear a sound say rhoda cheep chirp cheep chirp go up and down
20,"'I see a globe,' said Neville, 'hanging down in a drop against the enormous flanks of some hill.'",i see a globe say neville hang down in a drop against the enormous flank of some hill
21,"'I see a crimson tassel,' said Jinny, 'twisted with gold threads.'",i see a crimson tassel say jinny twist with gold thread
22,"'I hear something stamping,' said Louis.",i hear something stamp say louis
23,'A great beast's foot is chained.,a great beast s foot be chain
24,"It stamps, and stamps, and stamps.'",it stamp and stamp and stamp
25,"'Look at the spider's web on the corner of the balcony,' said Bernard.",look at the spider s web on the corner of the balcony say bernard
26,"'It has beads of water on it, drops of white light.'",it have bead of water on it drop of white light
27,"'The leaves are gathered round the window like pointed ears,' said Susan.",the leave be gather round the window like point ear say susan
28,"'A shadow falls on the path,' said Louis, 'like an elbow bent.'",a shadow fall on the path say louis like a elbow bend
29,"'Islands of light are swimming on the grass,' said Rhoda.",island of light be swim on the grass say rhoda
30,'They have fallen through the trees.',they have fall through the tree
31,"'The birds' eyes are bright in the tunnels between the leaves,' said Neville.",the bird eye be bright in the tunnel between the leave say neville
32,"'The stalks are covered with harsh, short hairs,' said Jinny, 'and drops of water have stuck to them.'",the stalk be cover with harsh short hair say jinny and drop of water have stick to them
33,"'A caterpillar is curled in a green ring,' said Susan, 'notched with blunt feet.'",a caterpillar be curl in a green ring say susan notch with blunt foot
34,"'The grey-shelled snail draws across the path and flattens the blades behind him,' said Rhoda.",the grey shell snail draw across the path and flatten the blade behind him say rhoda
35,"'And burning lights from the window-panes flash in and out on the grasses,' said Louis.",and burn light from the window pane flash in and out on the grass say louis
36,"'Stones are cold to my feet,' said Neville.",stone be cold to my foot say neville
37,"'I feel each one, round or pointed, separately.'",i feel each one round or point separately
38,"'The back of my hand burns,' said Jinny, 'but the palm is clammy and damp with dew.'",the back of my hand burn say jinny but the palm be clammy and damp with dew
39,"'Now the cock crows like a spurt of hard, red water in the white tide,' said Bernard.",now the cock crow like a spurt of hard red water in the white tide say bernard
40,"'Birds are singing up and down and in and out all round us,' said Susan.",bird be singe up and down and in and out all round us say susan
41,"'The beast stamps; the elephant with its foot chained; the great brute on the beach stamps,' said Louis.",the beast stamp the elephant with its foot chain the great brute on the beach stamp say louis
42,"'Look at the house,' said Jinny, 'with all its windows white with blinds.'",look at the house say jinny with all its window white with blind
43,"'Cold water begins to run from the scullery tap,' said Rhoda, 'over the mackerel in the bowl.'",cold water begin to run from the scullery tap say rhoda over the mackerel in the bowl
44,"'The walls are cracked with gold cracks,' said Bernard, 'and there are blue, finger-shaped shadows of leaves beneath the windows.'",the wall be crack with gold crack say bernard and there be blue finger shape shadow of leave beneath the window
45,"'Now Mrs Constable pulls up her thick black stockings,' said Susan.",now mrs constable pull up her thick black stocking say susan
46,"'When the smoke rises, sleep curls off the roof like a mist,' said Louis.",when the smoke rise sleep curl off the roof like a mist say louis
47,"'The birds sang in chorus first,' said Rhoda.",the bird sing in chorus ﻿1 say rhoda
48,'Now the scullery door is unbarred.,now the scullery door be unbarred
49,Off they fly.,off they fly
50,Off they fly like a fling of seed.,off they fly like a fling of seed
51,But one sings by the bedroom window alone.',but one sing by the bedroom window alone
52,"'Bubbles form on the floor of the saucepan,' said Jinny.",bubble form on the floor of the saucepan say jinny
53,"'Then they rise, quicker and quicker, in a silver chain to the top.'",then they rise quick and quick in a silver chain to the top
54,"'Now Billy scrapes the fish-scales with a jagged knife on to a wooden board,' said Neville.",now billy scrape the fish scale with a jag knife on to a wooden board say neville
55,"'The dining-room window is dark blue now,' said Bernard, 'and the air ripples above the chimneys.'",the dine room window be dark blue now say bernard and the air ripple above the chimney
56,"'A swallow is perched on the lightning-conductor,' said Susan.",a swallow be perch on the lightning conductor say susan
57,'And Biddy has smacked down the bucket on the kitchen flags.',and biddy have smack down the bucket on the kitchen flag
58,"'That is the first stroke of the church bell,' said Louis.",that be the ﻿1 stroke of the church bell say louis
59,"'Then the others follow; one, two; one, two; one, two.'",then the other follow one two one two one two
60,"'Look at the table-cloth, flying white along the table,' said Rhoda.",look at the table cloth fly white along the table say rhoda
61,"'Now there are rounds of white china, and silver streaks beside each plate.'",now there be round of white china and silver streak beside each plate
62,"'Suddenly a bee booms in my ear,' said Neville.",suddenly a bee boom in my ear say neville
63,'It is here; it is past.',it be here it be past
64,"'I burn, I shiver,' said Jinny, 'out of this sun, into this shadow.'",i burn i shiver say jinny out of this sun into this shadow
65,"'Now they have all gone,' said Louis.",now they have all go say louis
66,'I am alone.,i be alone
67,"They have gone into the house for breakfast, and I am left standing by the wall among the flowers.",they have go into the house for breakfast and i be leave stand by the wall among the flower
68,"It is very early, before lessons.",it be very early before lesson
69,Flower after flower is specked on the depths of green.,flower after flower be specked on the depth of green
70,The petals are harlequins.,the petal be harlequin
71,Stalks rise from the black hollows beneath.,stalk rise from the black hollow beneath
72,"The flowers swim like fish made of light upon the dark, green waters.",the flower swim like fish make of light upon the dark green water
73,I hold a stalk in my hand.,i hold a stalk in my hand
74,I am the stalk.,i be the stalk
75,"My roots go down to the depths of the world, through earth dry with brick, and damp earth, through veins of lead and silver.",my root go down to the depth of the world through earth dry with brick and damp earth through vein of lead and silver
76,I am all fibre.,i be all fibre
77,"All tremors shake me, and the weight of the earth is pressed to my ribs.",all tremor shake me and the weight of the earth be press to my rib
78,"Up here my eyes are green leaves, unseeing.",up here my eye be green leave unseeing
79,I am a boy in grey flannels with a belt fastened by a brass snake up here.,i be a boy in grey flannel with a belt fasten by a brass snake up here
80,Down there my eyes are the lidless eyes of a stone figure in a desert by the Nile.,down there my eye be the lidless eye of a stone figure in a desert by the nile
81,I see women passing with red pitchers to the river; I see camels swaying and men in turbans.,i see woman pass with red pitcher to the river i see camel sway and man in turban
82,"I hear tramplings, tremblings, stirrings round me.",i hear tramplings tremblings stirring round me
83,"'Up here Bernard, Neville, Jinny and Susan (but not Rhoda) skim the flower-beds with their nets.",up here bernard neville jinny and susan but not rhoda skim the flower bed with their net
84,They skim the butterflies from the nodding tops of the flowers.,they skim the butterfly from the nod top of the flower
85,They brush the surface of the world.,they brush the surface of the world
86,Their nets are full of fluttering wings.,their net be full of flutter wing
87,"""Louis!",louis
88,Louis!,louis
89,"Louis!""",louis
90,they shout.,they shout
91,But they cannot see me.,but they can not see me
92,I am on the other side of the hedge.,i be on the other side of the hedge
93,There are only little eye-holes among the leaves.,there be only little eye hole among the leave
94,"Oh Lord, let them pass.",oh lord let them pass
95,"Lord, let them lay their butterflies on a pocket-handkerchief on the gravel.",lord let them lie their butterfly on a pocket handkerchief on the gravel
96,"Let them count out their tortoise-shells, their red admirals and cabbage whites.",let them count out their tortoise shell their red admiral and cabbage white
97,But let me be unseen.,but let me be unseen
98,I am green as a yew tree in the shade of the hedge.,i be green a a yew tree in the shade of the hedge
99,My hair is made of leaves.,my hair be make of leave
100,I am rooted to the middle of the earth.,i be root to the middle of the earth
101,My body is a stalk.,my body be a stalk
