,text_raw,text_clean
0,The early-morning twitter of the birds sounded tame to Franoise.,the early morning twitter of the bird sound tame to franoise
1,Every word from the maids quarters made her jump; their every footstep bothered her and she was constantly wondering what they were doing.,every word from the maid quarter make her jump their every footstep bother her and she be constantly wonder what they be do
2,All this was because we had moved house.,all this be because we have move house
3,"It is true that the servants in our former home had made quite as much stir in their quarters on the top floor, but they were servants she knew and their comings and goings had become friendly presences to her.",it be true that the servant in our former home have make quite a much stir in their quarter on the top floor but they be servant she know and their coming and goings have become friendly presence to her
4,But now she even made silence the object of her painful scrutiny.,but now she even make silence the object of her painful scrutiny
5,"And since the district to which we had moved appeared to be as quiet as the boulevard we had previously overlooked was noisy, the sound of a man singing in the street as he passed (as feeble perhaps as an orchestral motif yet quite clear even from a distance) brought tears to the eyes of the exiled Franoise.",and since the district to which we have move appear to be a quiet a the boulevard we have previously overlook be noisy the sound of a man singe in the street a he pass a feeble perhaps a a orchestral motif yet quite clear even from a distance bring tear to the eye of the exile franoise
6,"And if I had made fun of her when she had been distressed at leaving an apartment block where we had been so well thought of by everybody, weeping as she packed her trunks in accordance with the rituals of Combray and declaring that our former home was superior to any other imaginable, I, who found it as difficult to assimilate new surroundings as I found it easy to abandon old ones, none the less felt a close sympathy with our old servant when I realized that the move to a building where the concierge, who had not yet made our acquaintance, had not shown her the tokens of respect necessary to the nourishment of her good spirits, had driven her to a state close to total decline.",and if i have make fun of her when she have be distress at leave a apartment block where we have be so good think of by everybody weep a she pack her trunk in accordance with the ritual of combray and declare that our former home be superior to any other imaginable i who find it a difficult to assimilate new surrounding a i find it easy to abandon old one none the little feel a close sympathy with our old servant when i realize that the move to a build where the concierge who have not yet make our acquaintance have not show her the token of respect necessary to the nourishment of her good spirit have drive her to a state close to total decline
7,"She alone could understand my feelings; this was certainly not the case with her young footman; for him, a person as remote from the Combray world as it was possible to be, moving into a new district was like taking a holiday in which the novelty of the surroundings provided the same sense of relaxation as an actual journey; he felt he was in the country and a head cold gave him the delightful sensation, as if he had been a victim of a draught from the ill-fitting window of a railway carriage, of having seen something of the world; every time he sneezed, he rejoiced that he had found such a select position, having always wanted to work for people who travelled a great deal.",she alone can understand my feeling this be certainly not the case with her young footman for him a person a remote from the combray world a it be possible to be move into a new district be like take a holiday in which the novelty of the surrounding provide the same sense of relaxation a a actual journey he feel he be in the country and a head cold give him the delightful sensation a if he have be a victim of a draught from the ill fit window of a railway carriage of have see something of the world every time he sneeze he rejoice that he have find such a select position have always want to work for people who travel a great deal
8,"And so it was not to him I went, but straight to Franoise; and because I had laughed at her tears over a departure that had not affected me in the least, she now showed a frosty indifference to my misery, because she shared it.",and so it be not to him i go but straight to franoise and because i have laugh at her tear over a departure that have not affect me in the little she now show a frosty indifference to my misery because she share it
9,The so-called sensitivity of neurotics develops along with their egotism; they cannot bear for other people to flaunt the sufferings with which they are increasingly preoccupied themselves.,the so call sensitivity of neurotic develop along with their egotism they can not bear for other people to flaunt the suffering with which they be increasingly preoccupy themselves
10,"Franoise, who would not allow the least of her own troubles to pass unobserved, would turn her head away if I were suffering, so that I should not have the satisfaction of seeing my suffering pitied, let alone noticed.",franoise who would not allow the little of her own trouble to pass unobserved would turn her head away if i be suffer so that i should not have the satisfaction of see my suffer pity let alone notice
11,This is what happened when I tried to talk to her about our move.,this be what happen when i try to talk to her about our move
12,"What is more, she was obliged, two days later, to return to our former home to collect some clothes that had been forgotten in the move, while I, as a result of the same move, was still running a temperature, and like a boa constrictor that has just swallowed an ox, was feeling painfully swollen by the sight of a long sideboard which my eyes needed to digest; and Franoise, with a womans inconstancy, returned home saying that she thought she was going to choke to death on our old boulevard, that she had gone all around the houses to get there, that never had she seen such awkward stairs, that she would not go back there to live for all the world, not if you were to offer her a fortune  unlikely hypotheses  and that everything (meaning everything to do with the kitchen and the hallways) was far better appointed in our new home.",what be much she be oblige two day late to return to our former home to collect some clothe that have be forget in the move while i a a result of the same move be still run a temperature and like a boa constrictor that have just swallow a ox be feel painfully swell by the sight of a long sideboard which my eye need to digest and franoise with a womans inconstancy return home say that she think she be go to choke to death on our old boulevard that she have go all around the house to get there that never have she see such awkward stair that she would not go back there to live for all the world not if you be to offer her a fortune unlikely hypothesis and that everything mean everything to do with the kitchen and the hallway be far well appoint in our new home
13,"And this new home, it is time to explain  and to add that we had moved into it because my grandmother was far from well (though we kept this reason from her) and needed cleaner air  was a flat that formed part of the Htel de Guermantes.",and this new home it be time to explain and to add that we have move into it because my grandmother be far from good though we keep this reason from her and need clean air be a flat that form part of the htel de guermantes
14,"At an age when Names, offering us the image of the unknowable that we have invested in them and simultaneously designating a real place for us, force us accordingly to identify the one with the other to a point where we go off to a city to seek out a soul that it cannot contain but which we no longer have the power to expel from its name, it is not only to cities and ruins that they give an individuality, as do allegorical paintings, it is not only the physical world that they spangle with differences and people with marvels, it is the social world as well: so every historic house, every famous residence or palace, has its lady or its fairy, as forests have their spirits and rivers their deities.",at a age when name offer us the image of the unknowable that we have invest in them and simultaneously designate a real place for us force us accordingly to identify the one with the other to a point where we go off to a city to seek out a soul that it can not contain but which we no long have the power to expel from its name it be not only to city and ruin that they give a individuality a do allegorical painting it be not only the physical world that they spangle with difference and people with marvel it be the social world a good so every historic house every famous residence or palace have its lady or its fairy a forest have their spirit and river their deity
15,"Sometimes, hidden deep in her name, the fairy is transformed by the needs of our imaginative activity through which she lives; this is how the atmosphere surrounding Madame de Guermantes, after existing for years in my mind only as the reflection of a magic-lantern slide and of a stained-glass window, began to lose its colours when quite different dreams impregnated it with the bubbling water of fast-flowing streams.",sometimes hide deep in her name the fairy be transform by the need of our imaginative activity through which she live this be how the atmosphere surround madame de guermantes after exist for year in my mind only a the reflection of a magic lantern slide and of a stain glass window begin to lose its colour when quite different dream impregnate it with the bubble water of fast flow stream
16,"However, the fairy wastes away when we come into contact with the actual person to whom her name corresponds, for the name then begins to reflect that person who contains nothing of the fairy; the fairy can reappear if we absent ourselves from the person, but if we stay in the persons presence the fairy dies for ever and with her the name, as with the Lusignan family,1 which was fated to become extinct on the day when the fairy Mlusine should die.",however the fairy waste away when we come into contact with the actual person to whom her name correspond for the name then begin to reflect that person who contain nothing of the fairy the fairy can reappear if we absent ourselves from the person but if we stay in the person presence the fairy die for ever and with her the name a with the lusignan family which be fate to become extinct on the day when the fairy mlusine should die
17,"So the Name, beneath the successive retouchings which might eventually lead us to discover the original handsome portrait of an unknown woman we have never met, becomes no more than the mere photograph on an identity card to which we refer when we need to decide whether we know, whether or not we should acknowledge a person we encounter.",so the name beneath the successive retouchings which may eventually lead us to discover the original handsome portrait of a unknown woman we have never meet become no much than the mere photograph on a identity card to which we refer when we need to decide whether we know whether or not we should acknowledge a person we encounter
18,"But should a sensation from the distant past  like those musical instruments that record and preserve the sound and style of the various artists who played them2  enable our memory to make us hear that name with the particular tone it then had for our ears, even if the name seems not to have changed, we can still feel the distance between the various dreams which its unchanging syllables evoked for us in turn.",but should a sensation from the distant past like that musical instrument that record and preserve the sound and style of the various artist who play them2 enable our memory to make us hear that name with the particular tone it then have for our ear even if the name seem not to have change we can still feel the distance between the various dream which its unchanging syllable evoke for us in turn
19,"For a second, rehearing the warbling from some distant springtime, we can extract from it, as from the little tubes of colour used in painting, the precise tint  forgotten, mysterious and fresh  of the days we thought we remembered when, like bad painters, we were in fact spreading our whole past on a single canvas and painting it with the conventional monochrome of voluntary memory.",for a 2 rehear the warble from some distant springtime we can extract from it a from the little tube of colour use in paint the precise tint forget mysterious and fresh of the day we think we remember when like bad painter we be in fact spread our whole past on a single canvas and paint it with the conventional monochrome of voluntary memory
20,"Yet, on the contrary, each of the moments that composed it, in order to create something original, a unique blend, was using those colours from the past that now elude us, colours which, for instance, are still able to fill me with sudden delight, should the name Guermantes, assuming for a second after so many years the ring it had for me  so different from its present resonance  on the day of Mlle Percepieds marriage, chance to restore to me the mauve colour, so soft, too bright and new, which lent the smoothness of velvet to the billowing scarf of the young Duchesse, and to her eyes like inaccessible and ever-flowering periwinkles lit by the blue sun of her smile.",yet on the contrary each of the moment that compose it in order to create something original a unique blend be use that colour from the past that now elude us colour which for instance be still able to fill me with sudden delight should the name guermantes assume for a 2 after so many year the ring it have for me so different from its present resonance on the day of mlle percepieds marriage chance to restore to me the mauve colour so soft too bright and new which lend the smoothness of velvet to the billow scarf of the young duchesse and to her eye like inaccessible and ever flower periwinkle light by the blue sun of her smile
21,"And the name Guermantes belonging to that period of my life is also like one of those little balloons that has been filled with oxygen or some other gas: when I manage to puncture it and free what it contains, I can breathe the Combray air from that year, that day, mingled with the scent of hawthorns gusted from the corner of the square by the wind, announcing rain, and at times driving the sunlight away, at others letting it spread out on the red wool carpet of the sacristy and tingeing it brightly to an almost geranium pink with that Wagnerian softness of brio which preserves the nobility of a festive occasion.",and the name guermantes belong to that period of my life be also like one of that little balloon that have be fill with oxygen or some other gas when i manage to puncture it and free what it contain i can breathe the combray air from that year that day mingle with the scent of hawthorn gust from the corner of the square by the wind announce rain and at time drive the sunlight away at other let it spread out on the red wool carpet of the sacristy and tinge it brightly to a almost geranium pink with that wagnerian softness of brio which preserve the nobility of a festive occasion
22,"Yet even apart from rare moments such as this one, when we can suddenly feel the original entity give a stir and resume its shape, chisel itself out of syllables that have become lifeless, if in the dizzy whirl of daily life where they serve merely the most practical purposes, names have lost all their colour, like a prismatic top that revolves too fast and seems only grey, when, on the other hand, we reflect upon the past in our day-dreams and seek to grasp it by slowing down and suspending the perpetual motion in which we are carried along, we can see the gradual reappearance, side by side but utterly distinct from one another, of the successive tints which a single name assumed for us in the course of our existence.",yet even apart from rare moment such a this one when we can suddenly feel the original entity give a stir and resume its shape chisel itself out of syllable that have become lifeless if in the dizzy whirl of daily life where they serve merely the much practical purpose name have lose all their colour like a prismatic top that revolve too fast and seem only grey when on the other hand we reflect upon the past in our day dream and seek to grasp it by slow down and suspend the perpetual motion in which we be carry along we can see the gradual reappearance side by side but utterly distinct from one another of the successive tint which a single name assume for us in the course of our existence
23,"Of course, what shape this name Guermantes projected for me when my nurse  knowing no more, probably, than I today in whose honour it had been composed  rocked me to sleep with that old song, Gloire  la Marquise de Guermantes, or when, several years later, the veteran Marchal de Guermantes filled my nursery-maid with pride by stopping in the Champs-lyses and exclaiming A fine child you have there!, giving me a chocolate drop from his pocket bonbonnire, I cannot now say.",of course what shape this name guermantes project for me when my nurse know no much probably than i today in whose honour it have be compose rock me to sleep with that old song gloire la marquise de guermantes or when several year late the veteran marchal de guermantes fill my nursery maid with pride by stop in the champ lysis and exclaim a fine child you have there give me a chocolate drop from his pocket bonbonnire i can not now say
24,"Those years of my earliest childhood are no longer with me; they are external to me; all I can know about them, as with what we can know about events that took place before we were born, comes from other peoples accounts.",that year of my early childhood be no long with me they be external to me all i can know about them a with what we can know about event that take place before we be bear come from other people account
25,"But after these earliest years, I can find a succession of seven or eight different figures spanning the time this name inhabited me; the first ones were the finest: gradually my dream, forced by reality to abandon a position that was no longer tenable, took up its position afresh, a little further back, until it was obliged to retreat even further.",but after this early year i can find a succession of seven or eight different figure span the time this name inhabit me the ﻿1 one be the fine gradually my dream force by reality to abandon a position that be no long tenable take up its position afresh a little far back until it be oblige to retreat even far
26,"And as Mme de Guermantes changed, so did her dwelling-place, itself born from that name fertilized from year to year by hearing some word or other that modified my dreams of it; the dwelling-place itself mirrored them in its very masonry which had become as much a mirror as the surface of a cloud or of a lake.",and a mme de guermantes change so do her dwell place itself bear from that name fertilize from year to year by hear some word or other that modify my dream of it the dwell place itself mirror them in its very masonry which have become a much a mirror a the surface of a cloud or of a lake
27,"A two-dimensional castle keep which was really no more than a strip of orange light where the lord and his lady, high up, decided upon life or death for their vassals, had been replaced  right at the end of the Guermantes way along which I used to follow the course of the Vivonne with my parents on all those sunny afternoons  by the land of bubbling streams where the Duchesse taught me to fish for trout and to recognize the names of the flowers whose purple and reddish clusters adorned the low walls of the neighbouring garden plots; then it had become the hereditary property, the poetic domain from which the proud race of the Guermantes, like a mellowing, crenellated tower spanning the ages, was rising already over France, at a time when the sky was still empty in those places where Notre-Dame de Paris and Notre-Dame de Chartres were later to rise; a time when on the summit of the hill in Laon the cathedral nave had not been placed there like the Ark of the Deluge on the summit of Mount Ararat,3 full of Patriarchs and Judges anxiously leaning from its windows to see whether the wrath of God has been appeased, carrying with it the species of plants that will multiply on earth, brimming over with animals spilling out even from the towers where oxen, moving calmly around on the roofs, gaze down over the plains of Champagne; a time when the traveller who left Beauvais at close of day did not yet see, following him and turning with the bends in the road, the black branching wings of the cathedral spread out against the golden screen of sunset.",a two dimensional castle keep which be really no much than a strip of orange light where the lord and his lady high up decide upon life or death for their vassal have be replace right at the end of the guermantes way along which i use to follow the course of the vivonne with my parent on all that sunny afternoon by the land of bubble stream where the duchesse teach me to fish for trout and to recognize the name of the flower whose purple and reddish cluster adorn the low wall of the neighbour garden plot then it have become the hereditary property the poetic domain from which the proud race of the guermantes like a mellow crenellated tower span the age be rise already over france at a time when the sky be still empty in that place where notre dame de paris and notre dame de chartres be late to rise a time when on the summit of the hill in laon the cathedral nave have not be place there like the ark of the deluge on the summit of mount ararat full of patriarch and judge anxiously lean from its window to see whether the wrath of god have be appease carry with it the species of plant that will multiply on earth brim over with animal spill out even from the tower where ox move calmly around on the roof gaze down over the plain of champagne a time when the traveller who leave beauvais at close of day do not yet see follow him and turn with the bend in the road the black branch wing of the cathedral spread out against the golden screen of sunset
28,"It was, this Guermantes, like the setting of a novel, an imaginary landscape I could picture to myself only with difficulty and thereby longed all the more to discover, set amid real lands and roads which would suddenly become immersed in heraldic details, a few miles from a railway-station; I recalled the names of the places around it as if they had been situated at the foot of Parnassus or of Helicon, and they seemed precious to me as the physical conditions necessary  in topographical science  for the production of an inexplicable phenomenon.",it be this guermantes like the set of a novel a imaginary landscape i can picture to myself only with difficulty and thereby long all the much to discover set amid real land and road which would suddenly become immerse in heraldic detail a few mile from a railway station i recall the name of the place around it a if they have be situate at the foot of parnassus or of helicon and they seem precious to me a the physical condition necessary in topographical science for the production of a inexplicable phenomenon
29,"I remembered the coats of arms painted beneath the windows of the church in Combray, their quarters filled, century after century, with all the lordly domains which this illustrious house had appropriated by marriage or gain from all the corners of Germany, Italy and France: vast territories in the north, powerful cities in the south, assembled together to compose the name Guermantes and, losing their material form, to inscribe allegorically their sinople keep or castle triple-towered argent upon its azure field.",i remember the coat of arm paint beneath the window of the church in combray their quarter fill century after century with all the lordly domain which this illustrious house have appropriate by marriage or gain from all the corner of germany italy and france vast territory in the north powerful city in the south assemble together to compose the name guermantes and lose their material form to inscribe allegorically their sinople keep or castle triple tower argent upon its azure field
30,"I had heard of the famous Guermantes tapestries and could see them, medieval and blue, somewhat coarse, standing out like a cloud against the amaranth, legendary name beneath the ancient forest where Childebert4 so often went hunting, and it seemed to me that, without making a journey to see them, I might just as easily penetrate the secrets of the mysterious corners of these lands, this remoteness of the centuries, simply by coming into contact for a moment, in Paris, with Mme de Guermantes, the suzerain of the place and lady of the lake, as if her face and her words must possess the local charm of forests and streams and the same age-old characteristics as those recorded in the book of ancient customs in her archives.",i have hear of the famous guermantes tapestry and can see them medieval and blue somewhat coarse stand out like a cloud against the amaranth legendary name beneath the ancient forest where childebert4 so often go hunt and it seem to me that without make a journey to see them i may just a easily penetrate the secret of the mysterious corner of this land this remoteness of the century simply by come into contact for a moment in paris with mme de guermantes the suzerain of the place and lady of the lake a if her face and her word must possess the local charm of forest and stream and the same age old characteristic a that record in the book of ancient custom in her archive
31,But then I had met Saint-Loup; he had told me that the house had borne the name Guermantes only since the seventeenth century when his family had acquired it.,but then i have meet saint loup he have tell me that the house have bear the name guermantes only since the 17 century when his family have acquire it
32,"They had lived, until then, in the neighbourhood and their title did not belong to the area.",they have live until then in the neighbourhood and their title do not belong to the area
33,"The village of Guermantes had taken its name from the chteau and had been built after it, and, so that the village should not destroy the view from it, building regulations that were still in force dictated the lines of its streets and set limits on the height of its houses.",the village of guermantes have take its name from the chteau and have be build after it and so that the village should not destroy the view from it build regulation that be still in force dictate the line of its street and set limit on the height of its house
34,"As for the tapestries, they were by Boucher,5 acquired in the nineteenth century by a Guermantes with artistic tastes and hung, along with mediocre hunting-scenes which he had painted himself, in a particularly ugly drawing-room done out in adrinople and plush.",a for the tapestry they be by boucher acquire in the 19 century by a guermantes with artistic taste and hang along with mediocre hunt scene which he have paint himself in a particularly ugly draw room do out in adrinople and plush
35,"By revealing these things to me, Saint-Loup had introduced into the chteau elements that were foreign to the name Guermantes, and they no longer made it possible for me to go on extracting from its syllables alone the style in which it was built.",by reveal this thing to me saint loup have introduce into the chteau element that be foreign to the name guermantes and they no long make it possible for me to go on extract from its syllable alone the style in which it be build
36,"Then, the chteau reflected in its lake had disappeared from the depths of this name, and what had appeared to me around Mme de Guermantes as her dwelling had been her Paris house, the Htel de Guermantes, as limpid as its name, for no physical and opaque element intervened to disrupt and darken its transparency.",then the chteau reflect in its lake have disappear from the depth of this name and what have appear to me around mme de guermantes a her dwell have be her paris house the htel de guermantes a limpid a its name for no physical and opaque element intervene to disrupt and darken its transparency
37,"Just as the word church signifies not merely the building but also the company of the faithful, the Htel de Guermantes included all those who shared in the life of the Duchesse, but these close friends I had never seen were for me merely famous and poetic names, and, knowing only persons who were themselves merely names as well, they only enlarged and protected the mystery surrounding the Duchesse by extending around her a vast halo, which at best grew dimmer as it increased in size.",just a the word church signify not merely the build but also the company of the faithful the htel de guermantes include all that who share in the life of the duchesse but this close friend i have never see be for me merely famous and poetic name and know only person who be themselves merely name a good they only enlarge and protect the mystery surround the duchesse by extend around her a vast halo which at well grow dim a it increase in size
38,"In the parties she gave, since I could not imagine the guests as having bodies, moustaches, boots, as making any remark that was banal, or even original in a human and rational manner, this whirl of names, introducing less physical presence than a banquet of ghosts or a ball of spectres around the statuette in Dresden china known as Mme de Guermantes, maintained a show-case transparency around her glass mansion.",in the party she give since i can not imagine the guest a have body moustache boot a make any remark that be banal or even original in a human and rational manner this whirl of name introduce little physical presence than a banquet of ghost or a ball of spectre around the statuette in dresden china know a mme de guermantes maintain a show case transparency around her glass mansion
39,"Then, when Saint-Loup had told me various anecdotes about his cousins chaplain and her gardeners, the Htel de Guermantes had become  as some Louvre might have become in the past  a kind of castle surrounded, in the very centre of Paris, by its lands, acquired by inheritance, by virtue of an ancient right that had oddly survived and over which she still enjoyed feudal privileges.",then when saint loup have tell me various anecdote about his cousin chaplain and her gardener the htel de guermantes have become a some louvre may have become in the past a kind of castle surround in the very centre of paris by its land acquire by inheritance by virtue of a ancient right that have oddly survive and over which she still enjoy feudal privilege
40,But this last dwelling had itself faded away by the time we had come to live right next to Mme de Villeparisis in one of the apartments adjoining the one occupied by Mme de Guermantes in a wing of the Htel.,but this last dwell have itself fade away by the time we have come to live right next to mme de villeparisis in one of the apartment adjoin the one occupy by mme de guermantes in a wing of the htel
41,"It was one of those old houses, some of which may still exist, in which the main courtyard was often flanked  alluvial deposits washed up by the rising tide of democracy or the legacy of bygone days when the various trades were grouped around the seigneurial dwelling  by the backs of shops, premises like a bootmakers or a tailors, for instance (like those you see clustered around cathedrals when restorers have not had the aesthetic sense to remove them), together with a concierge who was also a cobbler, kept chickens and grew flowers  and, at the far end, in the main house, lived an aristocratic lady who, when she drove out in her old carriage and pair, her hat sporting a few nasturtiums which seemed to have escaped from the concierges garden (with a footman at her coachmans side who got down to leave cards at every aristocratic mansion in the neighbourhood), dispensed smiles and little waves of the hand indiscriminately to the porters children and to any middle-class tenants who happened to be passing and between whom her disdainful affability and her egalitarian hauteur could not distinguish.",it be one of that old house some of which may still exist in which the main courtyard be often flank alluvial deposit wash up by the rise tide of democracy or the legacy of bygone day when the various trade be group around the seigneurial dwell by the back of shop premise like a bootmakers or a tailor for instance like that you see cluster around cathedral when restorer have not have the aesthetic sense to remove them together with a concierge who be also a cobbler keep chicken and grow flower and at the far end in the main house live a aristocratic lady who when she drive out in her old carriage and pair her hat sport a few nasturtium which seem to have escape from the concierge garden with a footman at her coachmans side who get down to leave card at every aristocratic mansion in the neighbourhood dispense smile and little wave of the hand indiscriminately to the porter child and to any middle class tenant who happen to be pass and between whom her disdainful affability and her egalitarian hauteur can not distinguish
42,"In the house to which we had moved, the aristocratic lady at the end of the courtyard was a Duchesse, elegant and still young.",in the house to which we have move the aristocratic lady at the end of the courtyard be a duchesse elegant and still young
43,"Her name was Mme de Guermantes, and, thanks to Franoise, it was not long before I came to know something about her household.",her name be mme de guermantes and thank to franoise it be not long before i come to know something about her household
