,text_raw,text_clean
0,Sixty million and more,sixty million and much
1,"I will call them my people, which were not my people; and her beloved, which was not beloved.",i will call them my people which be not my people and her beloved which be not beloved
2,ROMANS 9: 25,romans
3,124 WAS SPITEFUL.,be spiteful
4,Full of a baby's venom.,full of a baby s venom
5,The women in the house knew it and so did the children.,the woman in the house know it and so do the child
6,"For years each put up with the spite in his own way, but by 1873 Sethe and her daughter Denver were its only victims.",for year each put up with the spite in his own way but by sethe and her daughter denver be its only victim
7,"The grandmother, Baby Suggs, was dead, and the sons, Howard and Buglar, had run away by the time they were thirteen years old--as soon as merely looking in a mirror shattered it (that was the signal for Buglar); as soon as two tiny hand prints appeared in the cake (that was it for Howard).",the grandmother baby suggs be dead and the son howard and buglar have run away by the time they be thirteen year old a soon a merely look in a mirror shatter it that be the signal for buglar a soon a two tiny hand print appear in the cake that be it for howard
8,Neither boy waited to see more; another kettleful of chickpeas smoking in a heap on the floor; soda crackers crumbled and strewn in a line next to the door sill.,neither boy wait to see much another kettleful of chickpea smoke in a heap on the floor soda cracker crumble and strew in a line next to the door sill
9,"Nor did they wait for one of the relief periods: the weeks, months even, when nothing was disturbed.",nor do they wait for one of the relief period the week month even when nothing be disturb
10,Each one fled at once--the moment the house committed what was for him the one insult not to be borne or witnessed a second time.,each one flee at once the moment the house commit what be for him the one insult not to be bear or witness a 2 time
11,"Within two months, in the dead of winter, leaving their grandmother, Baby Suggs; Sethe, their mother; and their little sister, Denver, all by themselves in the gray and white house on Bluestone Road.",within two month in the dead of winter leave their grandmother baby suggs sethe their mother and their little sister denver all by themselves in the gray and white house on bluestone road
12,"It didn't have a number then, because Cincinnati didn't stretch that far.",it do not have a numb then because cincinnati do not stretch that far
13,"In fact, Ohio had been calling itself a state only seventy years when first one brother and then the next stuffed quilt packing into his hat, snatched up his shoes, and crept away from the lively spite the house felt for them.",in fact ohio have be call itself a state only seventy year when ﻿1 one brother and then the next stuff quilt pack into his hat snatch up his shoe and creep away from the lively spite the house feel for them
14,Baby Suggs didn't even raise her head.,baby suggs do not even raise her head
15,From her sickbed she heard them go but that wasn't the reason she lay still.,from her sickbed she hear them go but that be not the reason she lie still
16,It was a wonder to her that her grandsons had taken so long to realize that every house wasn't like the one on Bluestone Road.,it be a wonder to her that her grandson have take so long to realize that every house be not like the one on bluestone road
17,"Suspended between the nas tiness of life and the meanness of the dead, she couldn't get interested in leaving life or living it, let alone the fright of two creeping-off boys.",suspend between the nas tiness of life and the meanness of the dead she can not get interest in leave life or live it let alone the fright of two creep off boy
18,"Her past had been like her present-- intolerable--and since she knew death was anything but forgetfulness, she used the little energy left her for pondering color.",her past have be like her present intolerable and since she know death be anything but forgetfulness she use the little energy leave her for ponder color
19,"""Bring a little lavender in, if you got any.",bring a little lavender in if you get any
20,"Pink, if you don't.""",pink if you do not
21,And Sethe would oblige her with anything from fabric to her own tongue.,and sethe would oblige her with anything from fabric to her own tongue
22,Winter in Ohio was especially rough if you had an appetite for color.,winter in ohio be especially rough if you have a appetite for color
23,"provided the only drama, and counting on a Cincinnati horizon for life's principal joy was reckless indeed.",provide the only drama and count on a cincinnati horizon for life s principal joy be reckless indeed
24,"So Sethe and the girl Denver did what they could, and what the house permitted, for her.",so sethe and the girl denver do what they can and what the house permit for her
