,text_raw,text_clean
0,CHAPTER I:  MARLEY'S GHOST,chapter i marley s ghost
1,MARLEY was dead: to begin with.,marley be dead to begin with
2,There is no doubt whatever about that.,there be no doubt whatever about that
3,"The register of his burial was signed by the clergyman, the clerk, the undertaker, and the chief mourner.",the register of his burial be sign by the clergyman the clerk the undertaker and the chief mourner
4,"Scrooge signed it: and Scrooge's name was good upon 'Change, for anything he chose to put his hand to.",scrooge sign it and scrooge s name be good upon change for anything he choose to put his hand to
5,Old Marley was as dead as a door-nail.,old marley be a dead a a door nail
6,Mind!,mind
7,"I don't mean to say that I know, of my own knowledge, what there is particularly dead about a door-nail.",i do not mean to say that i know of my own knowledge what there be particularly dead about a door nail
8,"I might have been inclined, myself, to regard a coffin-nail as the deadest piece of ironmongery in the trade.",i may have be incline myself to regard a coffin nail a the dead piece of ironmongery in the trade
9,"But the wisdom of our ancestors is in the simile; and my unhallowed hands shall not disturb it, or the Country's done for.",but the wisdom of our ancestor be in the simile and my unhallowed hand shall not disturb it or the country s do for
10,"You will therefore permit me to repeat, emphatically, that Marley was as dead as a door-nail.",you will therefore permit me to repeat emphatically that marley be a dead a a door nail
11,Scrooge knew he was dead?,scrooge know he be dead
12,Of course he did.,of course he do
13,How could it be otherwise?,how can it be otherwise
14,Scrooge and he were partners for I don't know how many years.,scrooge and he be partner for i do not know how many year
15,"Scrooge was his sole executor, his sole administrator, his sole assign, his sole residuary legatee, his sole friend, and sole mourner.",scrooge be his sole executor his sole administrator his sole assign his sole residuary legatee his sole friend and sole mourner
16,"And even Scrooge was not so dreadfully cut up by the sad event, but that he was an excellent man of business on the very day of the funeral, and solemnised it with an undoubted bargain.",and even scrooge be not so dreadfully cut up by the sad event but that he be a excellent man of business on the very day of the funeral and solemnise it with a undoubted bargain
17,The mention of Marley's funeral brings me back to the point I started from.,the mention of marley s funeral bring me back to the point i start from
18,There is no doubt that Marley was dead.,there be no doubt that marley be dead
19,"This must be distinctly understood, or nothing wonderful can come of the story I am going to relate.",this must be distinctly understand or nothing wonderful can come of the story i be go to relate
20,"If we were not perfectly convinced that Hamlet's Father died before the play began, there would be nothing more remarkable in his taking a stroll at night, in an easterly wind, upon his own ramparts, than there would be in any other middle-aged gentleman rashly turning out after dark in a breezy spot--say Saint Paul's Churchyard for instance-- literally to astonish his son's weak mind.",if we be not perfectly convince that hamlet s father die before the play begin there would be nothing much remarkable in his take a stroll at night in a easterly wind upon his own rampart than there would be in any other middle age gentleman rashly turn out after dark in a breezy spot say saint paul s churchyard for instance literally to astonish his son s weak mind
21,Scrooge never painted out Old Marley's name.,scrooge never paint out old marley s name
22,"There it stood, years afterwards, above the warehouse door: Scrooge and Marley.",there it stand year afterwards above the warehouse door scrooge and marley
23,The firm was known as Scrooge and Marley.,the firm be know a scrooge and marley
24,"Sometimes people new to the business called Scrooge Scrooge, and sometimes Marley, but he answered to both names.",sometimes people new to the business call scrooge scrooge and sometimes marley but he answer to both name
25,It was all the same to him.,it be all the same to him
26,"But he was a tight-fisted hand at the grind-stone, Scrooge!",but he be a tight fisted hand at the grind stone scrooge
27,"a squeezing, wrenching, grasping, scraping, clutching, covetous, old sinner!",a squeeze wrench grasp scrape clutch covetous old sinner
28,"Hard and sharp as flint, from which no steel had ever struck out generous fire; secret, and self-contained, and solitary as an oyster.",hard and sharp a flint from which no steel have ever strike out generous fire secret and self contain and solitary a a oyster
29,"The cold within him froze his old features, nipped his pointed nose, shrivelled his cheek, stiffened his gait; made his eyes red, his thin lips blue; and spoke out shrewdly in his grating voice.",the cold within him freeze his old feature nip his point nose shrivel his cheek stiffen his gait make his eye red his thin lip blue and speak out shrewdly in his grate voice
30,"A frosty rime was on his head, and on his eyebrows, and his wiry chin.",a frosty rime be on his head and on his eyebrow and his wiry chin
31,He carried his own low temperature always about with him; he iced his office in the dog-days; and didn't thaw it one degree at Christmas.,he carry his own low temperature always about with him he ice his office in the dog day and do not thaw it one degree at christmas
32,External heat and cold had little influence on Scrooge.,external heat and cold have little influence on scrooge
33,"No warmth could warm, no wintry weather chill him.",no warmth can warm no wintry weather chill him
34,"No wind that blew was bitterer than he, no falling snow was more intent upon its purpose, no pelting rain less open to entreaty.",no wind that blow be bitter than he no fall snow be much intent upon its purpose no pelt rain little open to entreaty
35,Foul weather didn't know where to have him.,foul weather do not know where to have him
36,"The heaviest rain, and snow, and hail, and sleet, could boast of the advantage over him in only one respect.",the heavy rain and snow and hail and sleet can boast of the advantage over him in only one respect
37,"They often ""came down"" handsomely, and Scrooge never did.",they often come down handsomely and scrooge never do
38,"Nobody ever stopped him in the street to say, with gladsome looks, ""My dear Scrooge, how are you?",nobody ever stop him in the street to say with gladsome look my dear scrooge how be you
39,"When will you come to see me?""",when will you come to see me
40,"No beggars implored him to bestow a trifle, no children asked him what it was o'clock, no man or woman ever once in all his life inquired the way to such and such a place, of Scrooge.",no beggar implore him to bestow a trifle no child ask him what it be of the clock no man or woman ever once in all his life inquire the way to such and such a place of scrooge
41,"Even the blind men's dogs appeared to know him; and when they saw him coming on, would tug their owners into doorways and up courts; and then would wag their tails as though they said, ""No eye at all is better than an evil eye, dark master!""",even the blind man s dog appear to know him and when they see him come on would tug their owner into doorway and up court and then would wag their tail a though they say no eye at all be well than a evil eye dark master
42,But what did Scrooge care!,but what do scrooge care
43,It was the very thing he liked.,it be the very thing he like
44,"To edge his way along the crowded paths of life, warning all human sympathy to keep its distance, was what the knowing ones call ""nuts"" to Scrooge.",to edge his way along the crowd path of life warn all human sympathy to keep its distance be what the know one call nut to scrooge
45,"Once upon a time--of all the good days in the year, on Christmas Eve--old Scrooge sat busy in his counting-house.",once upon a time of all the good day in the year on christmas eve old scrooge sit busy in his count house
46,"It was cold, bleak, biting weather: foggy withal: and he could hear the people in the court outside, go wheezing up and down, beating their hands upon their breasts, and stamping their feet upon the pavement stones to warm them.",it be cold bleak bite weather foggy withal and he can hear the people in the court outside go wheeze up and down beat their hand upon their breast and stamp their foot upon the pavement stone to warm them
