,text_raw,text_clean
0,One may as well begin with Helens letters to her sister.,one may a good begin with helens letter to her sister
1,"Howards End,",howards end
2,"Dearest Meg,",dear meg
3,It isnt going to be what we expected.,it be not go to be what we expect
4,"It is old and little, and altogether delightful--red brick.",it be old and little and altogether delightful red brick
5,"We can scarcely pack in as it is, and the dear knows what will happen when Paul (younger son) arrives to-morrow.",we can scarcely pack in a it be and the dear know what will happen when paul young son arrive to morrow
6,From hall you go right or left into dining-room or drawing-room.,from hall you go right or leave into dine room or draw room
7,Hall itself is practically a room.,hall itself be practically a room
8,"You open another door in it, and there are the stairs going up in a sort of tunnel to the first-floor.",you open another door in it and there be the stair go up in a sort of tunnel to the ﻿1 floor
9,"Three bed-rooms in a row there, and three attics in a row above.",three bed room in a row there and three attic in a row above
10,"That isnt all the house really, but its all that one notices--nine windows as you look up from the front garden.",that be not all the house really but its all that one notice nine window a you look up from the front garden
11,"Then theres a very big wych-elm--to the left as you look up--leaning a little over the house, and standing on the boundary between the garden and meadow.",then there be a very big wych elm to the leave a you look up lean a little over the house and stand on the boundary between the garden and meadow
12,I quite love that tree already.,i quite love that tree already
13,"Also ordinary elms, oaks--no nastier than ordinary oaks--pear-trees, apple-trees, and a vine.",also ordinary elm oak no nasty than ordinary oak pear tree apple tree and a vine
14,"No silver birches, though.",no silver birch though
15,"However, I must get on to my host and hostess.",however i must get on to my host and hostess
16,I only wanted to show that it isnt the least what we expected.,i only want to show that it be not the little what we expect
17,"Why did we settle that their house would be all gables and wiggles, and their garden all gamboge-coloured paths?",why do we settle that their house would be all gable and wiggle and their garden all gamboge colour path
18,I believe simply because we associate them with expensive hotels--Mrs.,i believe simply because we associate them with expensive hotel mrs
19,"Wilcox trailing in beautiful dresses down long corridors, Mr. Wilcox bullying porters, etc.",wilcox trail in beautiful dress down long corridor mr wilcox bully porter etc
20,We females are that unjust.,we female be that unjust
21,I shall be back Saturday; will let you know train later.,i shall be back saturday will let you know train late
22,"They are as angry as I am that you did not come too; really Tibby is too tiresome, he starts a new mortal disease every month.",they be a angry a i be that you do not come too really tibby be too tiresome he start a new mortal disease every month
23,How could he have got hay fever in London?,how can he have get hay fever in london
24,"and even if he could, it seems hard that you should give up a visit to hear a schoolboy sneeze.",and even if he can it seem hard that you should give up a visit to hear a schoolboy sneeze
25,"Tell him that Charles Wilcox (the son who is here) has hay fever too, but hes brave, and gets quite cross when we inquire after it.",tell him that charles wilcox the son who be here have hay fever too but he s brave and get quite cross when we inquire after it
26,Men like the Wilcoxes would do Tibby a power of good.,man like the wilcoxes would do tibby a power of good
27,"But you wont agree, and Id better change the subject.",but you will not agree and i would well change the subject
28,This long letter is because Im writing before breakfast.,this long letter be because i be write before breakfast
29,"Oh, the beautiful vine leaves!",oh the beautiful vine leave
30,The house is covered with a vine.,the house be cover with a vine
31,"I looked out earlier, and Mrs. Wilcox was already in the garden.",i look out early and mrs wilcox be already in the garden
32,She evidently loves it.,she evidently love it
33,No wonder she sometimes looks tired.,no wonder she sometimes look tire
34,She was watching the large red poppies come out.,she be watch the large red poppy come out
35,"Then she walked off the lawn to the meadow, whose corner to the right I can just see.",then she walk off the lawn to the meadow whose corner to the right i can just see
36,"Trail, trail, went her long dress over the sopping grass, and she came back with her hands full of the hay that was cut yesterday--I suppose for rabbits or something, as she kept on smelling it.",trail trail go her long dress over the sop grass and she come back with her hand full of the hay that be cut yesterday i suppose for rabbit or something a she keep on smell it
37,The air here is delicious.,the air here be delicious
38,"Later on I heard the noise of croquet balls, and looked out again, and it was Charles Wilcox practising; they are keen on all games.",late on i hear the noise of croquet ball and look out again and it be charles wilcox practise they be keen on all game
39,Presently he started sneezing and had to stop.,presently he start sneeze and have to stop
40,"Then I hear more clicketing, and it is Mr. Wilcox practising, and then, a-tissue, a-tissue: he has to stop too.",then i hear much clicketing and it be mr wilcox practise and then a tissue a tissue he have to stop too
41,"Then Evie comes out, and does some calisthenic exercises on a machine that is tacked on to a green-gage-tree--they put everything to use--and then she says a-tissue, and in she goes.",then evie come out and doe some calisthenic exercise on a machine that be tack on to a green gage tree they put everything to use and then she say a tissue and in she go
42,"And finally Mrs. Wilcox reappears, trail, trail, still smelling hay and looking at the flowers.",and finally mrs wilcox reappear trail trail still smell hay and look at the flower
43,"I inflict all this on you because once you said that life is sometimes life and sometimes only a drama, and one must learn to distinguish tother from which, and up to now I have always put that down as Megs clever nonsense.",i inflict all this on you because once you say that life be sometimes life and sometimes only a drama and one must learn to distinguish tother from which and up to now i have always put that down a meg clever nonsense
44,"But this morning, it really does seem not life but a play, and it did amuse me enormously to watch the Ws.",but this morning it really doe seem not life but a play and it do amuse me enormously to watch the w
45,Now Mrs. Wilcox has come in.,now mrs wilcox have come in
46,I am going to wear [omission].,i be go to wear omission
47,"Last night Mrs. Wilcox wore an [omission], and Evie [omission].",last night mrs wilcox wear a omission and evie omission
48,"So it isnt exactly a go-as-you-please place, and if you shut your eyes it still seems the wiggly hotel that we expected.",so it be not exactly a go a you please place and if you shut your eye it still seem the wiggly hotel that we expect
49,Not if you open them.,not if you open them
50,The dog-roses are too sweet.,the dog rose be too sweet
51,"There is a great hedge of them over the lawn--magnificently tall, so that they fall down in garlands, and nice and thin at the bottom, so that you can see ducks through it and a cow.",there be a great hedge of them over the lawn magnificently tall so that they fall down in garland and nice and thin at the bottom so that you can see duck through it and a cow
52,"These belong to the farm, which is the only house near us.",this belong to the farm which be the only house near us
53,There goes the breakfast gong.,there go the breakfast gong
54,Much love.,much love
55,Modified love to Tibby.,modify love to tibby
56,"Love to Aunt Juley; how good of her to come and keep you company, but what a bore.",love to aunt juley how good of her to come and keep you company but what a bear
57,Burn this.,burn this
58,Will write again Thursday.,will write again thursday
59,Howards End,howards end
60,"Dearest Meg,",dear meg
61,I am having a glorious time.,i be have a glorious time
62,I like them all.,i like them all
63,"Mrs. Wilcox, if quieter than in Germany, is sweeter than ever, and I never saw anything like her steady unselfishness, and the best of it is that the others do not take advantage of her.",mrs wilcox if quiet than in germany be sweet than ever and i never see anything like her steady unselfishness and the well of it be that the other do not take advantage of her
64,"They are the very happiest, jolliest family that you can imagine.",they be the very happy jolly family that you can imagine
65,I do really feel that we are making friends.,i do really feel that we be make friend
66,"The fun of it is that they think me a noodle, and say so--at least, Mr. Wilcox does--and when that happens, and one doesnt mind, its a pretty sure test, isnt it?",the fun of it be that they think me a noodle and say so at little mr wilcox doe and when that happen and one doe not mind its a pretty sure test be not it
67,"He says the most horrid things about womans suffrage so nicely, and when I said I believed in equality he just folded his arms and gave me such a setting down as Ive never had.",he say the much horrid thing about womans suffrage so nicely and when i say i believe in equality he just fold his arm and give me such a set down a i have never have
68,"Meg, shall we ever learn to talk less?",meg shall we ever learn to talk little
69,I never felt so ashamed of myself in my life.,i never feel so ashamed of myself in my life
70,"I couldnt point to a time when men had been equal, nor even to a time when the wish to be equal had made them happier in other ways.",i can not point to a time when man have be equal nor even to a time when the wish to be equal have make them happy in other way
71,I couldnt say a word.,i can not say a word
72,"I had just picked up the notion that equality is good from some book--probably from poetry, or you.",i have just pick up the notion that equality be good from some book probably from poetry or you
73,"Anyhow, its been knocked into pieces, and, like all people who are really strong, Mr. Wilcox did it without hurting me.",anyhow its be knock into piece and like all people who be really strong mr wilcox do it without hurt me
74,"On the other hand, I laugh at them for catching hay fever.",on the other hand i laugh at them for catch hay fever
75,"We live like fighting-cocks, and Charles takes us out every day in the motor--a tomb with trees in it, a hermits house, a wonderful road that was made by the Kings of Mercia--tennis--a cricket match--bridge and at night we squeeze up in this lovely house.",we live like fight cock and charles take us out every day in the motor a tomb with tree in it a hermit house a wonderful road that be make by the king of mercia tennis a cricket match bridge and at night we squeeze up in this lovely house
76,The whole clans here now--its like a rabbit warren.,the whole clan here now its like a rabbit warren
77,Evie is a dear.,evie be a dear
78,They want me to stop over Sunday--I suppose it wont matter if I do.,they want me to stop over sunday i suppose it will not matt if i do
79,Marvellous weather and the views marvellous--views westward to the high ground.,marvellous weather and the view marvellous view westward to the high grind
80,Thank you for your letter.,thank you for your letter
81,Burn this.,burn this
82,Your affectionate,your affectionate
83,"Howards End,",howards end
84,"Dearest, dearest Meg,--I do not know what you will say: Paul and I are in love--the younger son who only came here Wednesday.",dear dear meg i do not know what you will say paul and i be in love the young son who only come here wednesday
85,CHAPTER II,chapter ii
86,Margaret glanced at her sisters note and pushed it over the breakfast-table to her aunt.,margaret glance at her sister note and push it over the breakfast table to her aunt
87,"There was a moments hush, and then the flood-gates opened.",there be a moment hush and then the flood gate open
88,"I can tell you nothing, Aunt Juley.",i can tell you nothing aunt juley
89,I know no more than you do.,i know no much than you do
90,We met--we only met the father and mother abroad last spring.,we meet we only meet the father and mother abroad last spring
91,I know so little that I didnt even know their sons name.,i know so little that i do not even know their son name
92,Its all so-- She waved her hand and laughed a little.,its all so she wave her hand and laugh a little
93,In that case it is far too sudden.,in that case it be far too sudden
94,"Who knows, Aunt Juley, who knows?",who know aunt juley who know
95,"But, Margaret, dear, I mean, we mustnt be unpractical now that weve come to facts.",but margaret dear i mean we must not be unpractical now that we have come to fact
96,"It is too sudden, surely.",it be too sudden surely
97,Who knows!,who know
98,"But, Margaret, dear--",but margaret dear
99,"Ill go for her other letters, said Margaret.",ill go for her other letter say margaret
100,"No, I wont, Ill finish my breakfast.",no i will not ill finish my breakfast
101,"In fact, I havent them.",in fact i have not them
102,We met the Wilcoxes on an awful expedition that we made from Heidelberg to Speyer.,we meet the wilcoxes on a awful expedition that we make from heidelberg to speyer
103,"Helen and I had got it into our heads that there was a grand old cathedral at Speyer--the Archbishop of Speyer was one of the seven electors--you know--Speyer, Maintz, and Koln.",helen and i have get it into our head that there be a grand old cathedral at speyer the archbishop of speyer be one of the seven elector you know speyer maintz and koln
104,Those three sees once commanded the Rhine Valley and got it the name of Priest Street.,that three see once command the rhine valley and get it the name of priest street
105,"I still feel quite uneasy about this business, Margaret.",i still feel quite uneasy about this business margaret
106,"The train crossed by a bridge of boats, and at first sight it looked quite fine.",the train cross by a bridge of boat and at ﻿1 sight it look quite fine
107,"But oh, in five minutes we had seen the whole thing.",but oh in five minute we have see the whole thing
108,"The cathedral had been ruined, absolutely ruined, by restoration; not an inch left of the original structure.",the cathedral have be ruin absolutely ruin by restoration not a inch leave of the original structure
109,"We wasted a whole day, and came across the Wilcoxes as we were eating our sandwiches in the public gardens.",we waste a whole day and come across the wilcoxes a we be eat our sandwich in the public garden
110,"They too, poor things, had been taken in--they were actually stopping at Speyer--and they rather liked Helens insisting that they must fly with us to Heidelberg.",they too poor thing have be take in they be actually stop at speyer and they rather like helens insist that they must fly with us to heidelberg
111,"As a matter of fact, they did come on next day.",a a matt of fact they do come on next day
112,We all took some drives together.,we all take some drive together
113,"They knew us well enough to ask Helen to come and see them--at least, I was asked too, but Tibbys illness prevented me, so last Monday she went alone.",they know us good enough to ask helen to come and see them at little i be ask too but tibbys illness prevent me so last monday she go alone
114,Thats all.,that be all
115,You know as much as I do now.,you know a much a i do now
116,Its a young man out of the unknown.,its a young man out of the unknown
117,"She was to have come back Saturday, but put off till Monday, perhaps on account of--I dont know.",she be to have come back saturday but put off till monday perhaps on account of i do not know
118,"She broke off, and listened to the sounds of a London morning.",she break off and listen to the sound of a london morning
119,"Their house was in Wickham Place, and fairly quiet, for a lofty promontory of buildings separated it from the main thoroughfare.",their house be in wickham place and fairly quiet for a lofty promontory of building separate it from the main thoroughfare
120,"One had the sense of a backwater, or rather of an estuary, whose waters flowed in from the invisible sea, and ebbed into a profound silence while the waves without were still beating.",one have the sense of a backwater or rather of a estuary whose water flow in from the invisible sea and ebb into a profound silence while the wave without be still beat
121,"Though the promontory consisted of flats--expensive, with cavernous entrance halls, full of concierges and palms--it fulfilled its purpose, and gained for the older houses opposite a certain measure of peace.",though the promontory consist of flat expensive with cavernous entrance hall full of concierge and palm it fulfill its purpose and gain for the old house opposite a certain measure of peace
122,"These, too, would be swept away in time, and another promontory would arise upon their site, as humanity piled itself higher and higher on the precious soil of London.",this too would be sweep away in time and another promontory would arise upon their site a humanity pile itself high and high on the precious soil of london
123,Mrs. Munt had her own method of interpreting her nieces.,mrs munt have her own method of interpret her niece
124,"She decided that Margaret was a little hysterical, and was trying to gain time by a torrent of talk.",she decide that margaret be a little hysterical and be try to gain time by a torrent of talk
125,"Feeling very diplomatic, she lamented the fate of Speyer, and declared that never, never should she be so misguided as to visit it, and added of her own accord that the principles of restoration were ill understood in Germany.",feel very diplomatic she lament the fate of speyer and declare that never never should she be so misguide a to visit it and add of her own accord that the principle of restoration be ill understand in germany
126,"The Germans, she said, are too thorough, and this is all very well sometimes, but at other times it does not do.",the germans she say be too thorough and this be all very good sometimes but at other time it doe not do
