,text_raw,text_clean
0,CHAPTER I.,chapter i
1,MISS BROOKE.,miss brooke
2,SECTION I.,section i
3,"""Since I can do no good because a woman,     Reach constantly at something that is near it.",since i can do no good because a woman reach constantly at something that be near it
4,The Maid's Tragedy: BEAUMONT AND FLETCHER.,the maid s tragedy beaumont and fletcher
5,Miss Brooke had that kind of beauty which seems to be thrown into relief by poor dress.,miss brooke have that kind of beauty which seem to be throw into relief by poor dress
6,"Her hand and wrist were so finely formed that she could wear sleeves not less bare of style than those in which the Blessed Virgin appeared to Italian painters; and her profile as well as her stature and bearing seemed to gain the more dignity from her plain garments, which by the side of provincial fashion gave her the impressiveness of a fine quotation from the Bible,or from one of our elder poets,in a paragraph of to-day's newspaper.",her hand and wrist be so finely form that she can wear sleeve not little bare of style than that in which the bless virgin appear to italian painter and her profile a good a her stature and bear seem to gain the much dignity from her plain garment which by the side of provincial fashion give her the impressiveness of a fine quotation from the bible or from one of our old poet in a paragraph of to day s newspaper
7,"She was usually spoken of as being remarkably clever, but with the addition that her sister Celia had more common-sense.",she be usually speak of a be remarkably clever but with the addition that her sister celia have much common sense
8,"Nevertheless, Celia wore scarcely more trimmings; and it was only to close observers that her dress differed from her sister's, and had a shade of coquetry in its arrangements; for Miss Brooke's plain dressing was due to mixed conditions, in most of which her sister shared.",nevertheless celia wear scarcely much trimming and it be only to close observer that her dress differ from her sister s and have a shade of coquetry in its arrangement for miss brooke s plain dress be due to mix condition in much of which her sister share
9,"The pride of being ladies had something to do with it: the Brooke connections, though not exactly aristocratic, were unquestionably ""good:"" if you inquired backward for a generation or two, you would not find any yard-measuring or parcel-tying forefathersanything lower than an admiral or a clergyman; and there was even an ancestor discernible as a Puritan gentleman who served under Cromwell, but afterwards conformed, and managed to come out of all political troubles as the proprietor of a respectable family estate.",the pride of be lady have something to do with it the brooke connection though not exactly aristocratic be unquestionably good if you inquire backward for a generation or two you would not find any yard measure or parcel tie forefathersanything low than a admiral or a clergyman and there be even a ancestor discernible a a puritan gentleman who serve under cromwell but afterwards conform and manage to come out of all political trouble a the proprietor of a respectable family estate
10,"Young women of such birth, living in a quiet country-house, and attending a village church hardly larger than a parlor, naturally regarded frippery as the ambition of a huckster's daughter.",young woman of such birth live in a quiet country house and attend a village church hardly large than a parlor naturally regard frippery a the ambition of a huckster s daughter
11,"Then there was well-bred economy, which in those days made show in dress the first item to be deducted from, when any margin was required for expenses more distinctive of rank.",then there be good breed economy which in that day make show in dress the ﻿1 item to be deduct from when any margin be require for expense much distinctive of rank
12,"Such reasons would have been enough to account for plain dress, quite apart from religious feeling; but in Miss Brooke's case, religion alone would have determined it; and Celia mildly acquiesced in all her sister's sentiments, only infusing them with that common-sense which is able to accept momentous doctrines without any eccentric agitation.",such reason would have be enough to account for plain dress quite apart from religious feel but in miss brooke s case religion alone would have determine it and celia mildly acquiesce in all her sister s sentiment only infuse them with that common sense which be able to accept momentous doctrine without any eccentric agitation
13,"Dorothea knew many passages of Pascal's Pensees and of Jeremy Taylor by heart; and to her the destinies of mankind, seen by the light of Christianity, made the solicitudes of feminine fashion appear an occupation for Bedlam.",dorothea know many passage of pascal s pensees and of jeremy taylor by heart and to her the destiny of mankind see by the light of christianity make the solicitudes of feminine fashion appear a occupation for bedlam
14,"She could not reconcile the anxieties of a spiritual life involving eternal consequences, with a keen interest in gimp and artificial protrusions of drapery.",she can not reconcile the anxiety of a spiritual life involve eternal consequence with a keen interest in gimp and artificial protrusion of drapery
15,"Her mind was theoretic, and yearned by its nature after some lofty conception of the world which might frankly include the parish of Tipton and her own rule of conduct there; she was enamoured of intensity and greatness, and rash in embracing whatever seemed to her to have those aspects; likely to seek martyrdom, to make retractations, and then to incur martyrdom after all in a quarter where she had not sought it.",her mind be theoretic and yearn by its nature after some lofty conception of the world which may frankly include the parish of tipton and her own rule of conduct there she be enamour of intensity and greatness and rash in embrace whatever seem to her to have that aspect likely to seek martyrdom to make retractations and then to incur martyrdom after all in a quarter where she have not seek it
16,"Certainly such elements in the character of a marriageable girl tended to interfere with her lot, and hinder it from being decided according to custom, by good looks, vanity, and merely canine affection.",certainly such element in the character of a marriageable girl tend to interfere with her lot and hinder it from be decide accord to custom by good look vanity and merely canine affection
17,"With all this, she, the elder of the sisters, was not yet twenty, and they had both been educated, since they were about twelve years old and had lost their parents, on plans at once narrow and promiscuous, first in an English family and afterwards in a Swiss family at Lausanne, their bachelor uncle and guardian trying in this way to remedy the disadvantages of their orphaned condition.",with all this she the old of the sister be not yet twenty and they have both be educate since they be about twelve year old and have lose their parent on plan at once narrow and promiscuous ﻿1 in a english family and afterwards in a swiss family at lausanne their bachelor uncle and guardian try in this way to remedy the disadvantage of their orphan condition
18,"It was hardly a year since they had come to live at Tipton Grange with their uncle, a man nearly sixty, of acquiescent temper, miscellaneous opinions, and uncertain vote.",it be hardly a year since they have come to live at tipton grange with their uncle a man nearly sixty of acquiescent temper miscellaneous opinion and uncertain vote
19,"He had travelled in his younger years, and was held in this part of the county to have contracted a too rambling habit of mind.",he have travel in his young year and be hold in this part of the county to have contract a too ramble habit of mind
20,"Mr. Brooke's conclusions were as difficult to predict as the weather: it was only safe to say that he would act with benevolent intentions, and that he would spend as little money as possible in carrying them out.",mr brooke s conclusion be a difficult to predict a the weather it be only safe to say that he would act with benevolent intention and that he would spend a little money a possible in carry them out
21,"For the most glutinously indefinite minds enclose some hard grains of habit; and a man has been seen lax about all his own interests except the retention of his snuff-box, concerning which he was watchful, suspicious, and greedy of clutch.",for the much glutinously indefinite mind enclose some hard grain of habit and a man have be see lax about all his own interest except the retention of his snuff box concern which he be watchful suspicious and greedy of clutch
22,"In Mr. Brooke the hereditary strain of Puritan energy was clearly in abeyance; but in his niece Dorothea it glowed alike through faults and virtues, turning sometimes into impatience of her uncle's talk or his way of ""letting things be"" on his estate, and making her long all the more for the time when she would be of age and have some command of money for generous schemes.",in mr brooke the hereditary strain of puritan energy be clearly in abeyance but in his niece dorothea it glow alike through fault and virtue turn sometimes into impatience of her uncle s talk or his way of let thing be on his estate and make her long all the much for the time when she would be of age and have some command of money for generous scheme
23,"She was regarded as an heiress; for not only had the sisters seven hundred a-year each from their parents, but if Dorothea married and had a son, that son would inherit Mr. Brooke's estate, presumably worth about three thousand a-yeara rental which seemed wealth to provincial families, still discussing Mr. Peel's late conduct on the Catholic question, innocent of future gold-fields, and of that gorgeous plutocracy which has so nobly exalted the necessities of genteel life.",she be regard a a heiress for not only have the sister seven hundred a year each from their parent but if dorothea marry and have a son that son would inherit mr brooke s estate presumably worth about three thousand a yeara rental which seem wealth to provincial family still discuss mr peel s late conduct on the catholic question innocent of future gold field and of that gorgeous plutocracy which have so nobly exalt the necessity of genteel life
24,And how should Dorothea not marry?a girl so handsome and with such prospects?,and how should dorothea not marry a girl so handsome and with such prospect
25,"Nothing could hinder it but her love of extremes, and her insistence on regulating life according to notions which might cause a wary man to hesitate before he made her an offer, or even might lead her at last to refuse all offers.",nothing can hinder it but her love of extreme and her insistence on regulate life accord to notion which may because a wary man to hesitate before he make her a offer or even may lead her at last to refuse all offer
26,"A young lady of some birth and fortune, who knelt suddenly down on a brick floor by the side of a sick laborer and prayed fervidly as if she thought herself living in the time of the Apostleswho had strange whims of fasting like a Papist, and of sitting up at night to read old theological books!",a young lady of some birth and fortune who kneel suddenly down on a brick floor by the side of a sick laborer and pray fervidly a if she think herself live in the time of the apostleswho have strange whim of fast like a papist and of sit up at night to read old theological book
27,Such a wife might awaken you some fine morning with a new scheme for the application of her income which would interfere with political economy and the keeping of saddle-horses: a man would naturally think twice before he risked himself in such fellowship.,such a wife may awaken you some fine morning with a new scheme for the application of her income which would interfere with political economy and the keep of saddle horse a man would naturally think twice before he risk himself in such fellowship
28,"Women were expected to have weak opinions; but the great safeguard of society and of domestic life was, that opinions were not acted on.",woman be expect to have weak opinion but the great safeguard of society and of domestic life be that opinion be not act on
29,"Sane people did what their neighbors did, so that if any lunatics were at large, one might know and avoid them.",sane people do what their neighbor do so that if any lunatic be at large one may know and avoid them
30,"The rural opinion about the new young ladies, even among the cottagers, was generally in favor of Celia, as being so amiable and innocent-looking, while Miss Brooke's large eyes seemed, like her religion, too unusual and striking.",the rural opinion about the new young lady even among the cottager be generally in favor of celia a be so amiable and innocent look while miss brooke s large eye seem like her religion too unusual and strike
31,Poor Dorothea!,poor dorothea
32,"compared with her, the innocent-looking Celia was knowing and worldly-wise; so much subtler is a human mind than the outside tissues which make a sort of blazonry or clock-face for it.",compare with her the innocent look celia be know and worldly wise so much subtle be a human mind than the outside tissue which make a sort of blazonry or clock face for it
33,"Yet those who approached Dorothea, though prejudiced against her by this alarming hearsay, found that she had a charm unaccountably reconcilable with it.",yet that who approach dorothea though prejudice against her by this alarm hearsay find that she have a charm unaccountably reconcilable with it
34,Most men thought her bewitching when she was on horseback.,much man think her bewitch when she be on horseback
35,"She loved the fresh air and the various aspects of the country, and when her eyes and cheeks glowed with mingled pleasure she looked very little like a devotee.",she love the fresh air and the various aspect of the country and when her eye and cheek glow with mingle pleasure she look very little like a devotee
36,"Riding was an indulgence which she allowed herself in spite of conscientious qualms; she felt that she enjoyed it in a pagan sensuous way, and always looked forward to renouncing it.",ride be a indulgence which she allow herself in spite of conscientious qualm she feel that she enjoy it in a pagan sensuous way and always look forward to renounce it
37,"She was open, ardent, and not in the least self-admiring; indeed, it was pretty to see how her imagination adorned her sister Celia with attractions altogether superior to her own, and if any gentleman appeared to come to the Grange from some other motive than that of seeing Mr. Brooke, she concluded that he must be in love with Celia: Sir James Chettam, for example, whom she constantly considered from Celia's point of view, inwardly debating whether it would be good for Celia to accept him.",she be open ardent and not in the little self admire indeed it be pretty to see how her imagination adorn her sister celia with attraction altogether superior to her own and if any gentleman appear to come to the grange from some other motive than that of see mr brooke she conclude that he must be in love with celia sir james chettam for example whom she constantly consider from celia s point of view inwardly debate whether it would be good for celia to accept him
38,That he should be regarded as a suitor to herself would have seemed to her a ridiculous irrelevance.,that he should be regard a a suitor to herself would have seem to her a ridiculous irrelevance
39,"Dorothea, with all her eagerness to know the truths of life, retained very childlike ideas about marriage.",dorothea with all her eagerness to know the truth of life retain very childlike idea about marriage
40,"She felt sure that she would have accepted the judicious Hooker, if she had been born in time to save him from that wretched mistake he made in matrimony; or John Milton when his blindness had come on; or any of the other great men whose odd habits it would have been glorious piety to endure; but an amiable handsome baronet, who said ""Exactly"" to her remarks even when she expressed uncertainty,how could he affect her as a lover?",she feel sure that she would have accept the judicious hooker if she have be bear in time to save him from that wretched mistake he make in matrimony or john milton when his blindness have come on or any of the other great man whose odd habit it would have be glorious piety to endure but a amiable handsome baronet who say exactly to her remark even when she express uncertainty how can he affect her a a lover
41,"The really delightful marriage must be that where your husband was a sort of father, and could teach you even Hebrew, if you wished it.",the really delightful marriage must be that where your husband be a sort of father and can teach you even hebrew if you wish it
42,These peculiarities of Dorothea's character caused Mr. Brooke to be all the more blamed in neighboring families for not securing some middle-aged lady as guide and companion to his nieces.,this peculiarity of dorothea s character cause mr brooke to be all the much blame in neighbor family for not secure some middle age lady a guide and companion to his niece
43,"But he himself dreaded so much the sort of superior woman likely to be available for such a position, that he allowed himself to be dissuaded by Dorothea's objections, and was in this case brave enough to defy the worldthat is to say, Mrs. Cadwallader the Rector's wife, and the small group of gentry with whom he visited in the northeast corner of Loamshire.",but he himself dread so much the sort of superior woman likely to be available for such a position that he allow himself to be dissuade by dorothea s objection and be in this case brave enough to defy the worldthat be to say mrs cadwallader the rector s wife and the small group of gentry with whom he visit in the northeast corner of loamshire
44,"So Miss Brooke presided in her uncle's household, and did not at all dislike her new authority, with the homage that belonged to it.",so miss brooke preside in her uncle s household and do not at all dislike her new authority with the homage that belong to it
45,"Sir James Chettam was going to dine at the Grange to-day with another gentleman whom the girls had never seen, and about whom Dorothea felt some venerating expectation.",sir james chettam be go to dine at the grange to day with another gentleman whom the girl have never see and about whom dorothea feel some venerate expectation
46,"This was the Reverend Edward Casaubon, noted in the county as a man of profound learning, understood for many years to be engaged on a great work concerning religious history; also as a man of wealth enough to give lustre to his piety, and having views of his own which were to be more clearly ascertained on the publication of his book.",this be the reverend edward casaubon note in the county a a man of profound learn understand for many year to be engage on a great work concern religious history also a a man of wealth enough to give lustre to his piety and have view of his own which be to be much clearly ascertain on the publication of his book
47,His very name carried an impressiveness hardly to be measured without a precise chronology of scholarship.,his very name carry a impressiveness hardly to be measure without a precise chronology of scholarship
48,"Early in the day Dorothea had returned from the infant school which she had set going in the village, and was taking her usual place in the pretty sitting-room which divided the bedrooms of the sisters, bent on finishing a plan for some buildings (a kind of work which she delighted in), when Celia, who had been watching her with a hesitating desire to propose something, said",early in the day dorothea have return from the infant school which she have set go in the village and be take her usual place in the pretty sit room which divide the bedroom of the sister bend on finish a plan for some building a kind of work which she delight in when celia who have be watch her with a hesitate desire to propose something say
