,text_raw,text_clean
0,THE BOY WHO LIVED,the boy who live
1,"Mr. and Mrs. Dursley, of number four, Privet Drive, were proud to say that they were perfectly normal, thank you very much.",mr and mrs dursley of numb four privet drive be proud to say that they be perfectly normal thank you very much
2,"They were the last people you'd expect to be involved in anything strange or mysterious, because they just didn't hold with such nonsense.",they be the last people you would expect to be involve in anything strange or mysterious because they just do not hold with such nonsense
3,"Mr. Dursley was the director of a firm called Grunnings, which made drills.",mr dursley be the director of a firm call grunnings which make drill
4,"He was a big, beefy man with hardly any neck, although he did have a very large mustache.",he be a big beefy man with hardly any neck although he do have a very large mustache
5,"Mrs. Dursley was thin and blonde and had nearly twice the usual amount of neck, which came in very useful as she spent so much of her time craning over garden fences, spying on the neighbors.",mrs dursley be thin and blonde and have nearly twice the usual amount of neck which come in very useful a she spend so much of her time crane over garden fence spy on the neighbor
6,The Dursleys had a small son called Dudley and in their opinion there was no finer boy anywhere.,the dursleys have a small son call dudley and in their opinion there be no fine boy anywhere
7,"The Dursleys had everything they wanted, but they also had a secret, and their greatest fear was that somebody would discover it.",the dursleys have everything they want but they also have a secret and their great fear be that somebody would discover it
8,They didn't think they could bear it if anyone found out about the Potters.,they do not think they can bear it if anyone find out about the potter
9,"Mrs. Potter was Mrs. Dursley's sister, but they hadn't met for several years; in fact, Mrs. Dursley pretended she didn't have a sister, because her sister and her good-for-nothing husband were as unDursleyish as it was possible to be.",mrs potter be mrs dursley s sister but they have not meet for several year in fact mrs dursley pretend she do not have a sister because her sister and her good for nothing husband be a undursleyish a it be possible to be
10,The Dursleys shuddered to think what the neighbors would say if the Potters arrived in the street.,the dursleys shudder to think what the neighbor would say if the potter arrive in the street
11,"The Dursleys knew that the Potters had a small son, too, but they had never even seen him.",the dursleys know that the potter have a small son too but they have never even see him
12,This boy was another good reason for keeping the Potters away; they didn't want Dudley mixing with a child like that.,this boy be another good reason for keep the potter away they do not want dudley mix with a child like that
13,"When Mr. and Mrs. Dursley woke up on the dull, gray Tuesday our story starts, there was nothing about the cloudy sky outside to suggest that strange and mysterious things would soon be happening all over the country.",when mr and mrs dursley wake up on the dull gray tuesday our story start there be nothing about the cloudy sky outside to suggest that strange and mysterious thing would soon be happen all over the country
