,text_raw,text_clean
0,"It is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a wife.",it be a truth universally acknowledge that a single man in possession of a good fortune must be in want of a wife
1,"However little known the feelings or views of such a man may be on his first entering a neighbourhood, this truth is so well fixed in the minds of the surrounding families, that he is considered as the rightful property of some one or other of their daughters.",however little know the feeling or view of such a man may be on his ﻿1 enter a neighbourhood this truth be so good fix in the mind of the surround family that he be consider a the rightful property of some one or other of their daughter
2,"My dear Mr. Bennet, said his lady to him one day, have you heard that Netherfield Park is let at last?",my dear mr bennet say his lady to him one day have you hear that netherfield park be let at last
3,Mr. Bennet replied that he had not.,mr bennet reply that he have not
4,"But it is, returned she; for Mrs. Long has just been here, and she told me all about it.",but it be return she for mrs long have just be here and she tell me all about it
5,Mr. Bennet made no answer.,mr bennet make no answer
6,Do not you want to know who has taken it?,do not you want to know who have take it
7,cried his wife impatiently.,cry his wife impatiently
8,"_You_ want to tell me, and I have no objection to hearing it.",you want to tell me and i have no objection to hear it
9,This was invitation enough.,this be invitation enough
10,"Why, my dear, you must know, Mrs. Long says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with Mr. Morris immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week.",why my dear you must know mrs long say that netherfield be take by a young man of large fortune from the north of england that he come down on monday in a chaise and four to see the place and be so much delight with it that he agree with mr morris immediately that he be to take possession before michaelmas and some of his servant be to be in the house by the end of next week
11,What is his name?,what be his name
12,Is he married or single?,be he marry or single
13,"single, my dear, to be sure!",single my dear to be sure
14,A single man of large fortune; four or five thousand a year.,a single man of large fortune four or five thousand a year
15,What a fine thing for our girls!,what a fine thing for our girl
16,How so?,how so
17,how can it affect them?,how can it affect them
18,"My dear Mr. Bennet, replied his wife, how can you be so tiresome!",my dear mr bennet reply his wife how can you be so tiresome
19,You must know that I am thinking of his marrying one of them.,you must know that i be think of his marry one of them
20,Is that his design in settling here?,be that his design in settle here
21,Design!,design
22,"nonsense, how can you talk so!",nonsense how can you talk so
23,"But it is very likely that he _may_ fall in love with one of them, and therefore you must visit him as soon as he comes.",but it be very likely that he may fall in love with one of them and therefore you must visit him a soon a he come
24,I see no occasion for that.,i see no occasion for that
25,"You and the girls may go, or you may send them by themselves, which perhaps will be still better, for as you are as handsome as any of them, Mr. Bingley might like you the best of the party.",you and the girl may go or you may send them by themselves which perhaps will be still well for a you be a handsome a any of them mr bingley may like you the well of the party
26,"My dear, you flatter me.",my dear you flat me
27,"I certainly _have_ had my share of beauty, but I do not pretend to be anything extraordinary now.",i certainly have have my share of beauty but i do not pretend to be anything extraordinary now
