,text_raw,text_clean
0,CHAPTER 1.,chapter
1,"He--for there could be no doubt of his sex, though the fashion of the time did something to disguise it--was in the act of slicing at the head of a Moor which swung from the rafters.",he for there can be no doubt of his sex though the fashion of the time do something to disguise it be in the act of slice at the head of a moor which swing from the rafter
2,"It was the colour of an old football, and more or less the shape of one, save for the sunken cheeks and a strand or two of coarse, dry hair, like the hair on a cocoanut.",it be the colour of a old football and much or little the shape of one save for the sink cheek and a strand or two of coarse dry hair like the hair on a cocoanut
3,"Orlando's father, or perhaps his grandfather, had struck it from the shoulders of a vast Pagan who had started up under the moon in the barbarian fields of Africa; and now it swung, gently, perpetually, in the breeze which never ceased blowing through the attic rooms of the gigantic house of the lord who had slain him.",orlando s father or perhaps his grandfather have strike it from the shoulder of a vast pagan who have start up under the moon in the barbarian field of africa and now it swing gently perpetually in the breeze which never cease blow through the attic room of the gigantic house of the lord who have slay him
4,"Orlando's fathers had ridden in fields of asphodel, and stony fields, and fields watered by strange rivers, and they had struck many heads of many colours off many shoulders, and brought them back to hang from the rafters.",orlando s father have ride in field of asphodel and stony field and field water by strange river and they have strike many head of many colour off many shoulder and bring them back to hang from the rafter
5,"So too would Orlando, he vowed.",so too would orlando he vow
6,"But since he was sixteen only, and too young to ride with them in Africa or France, he would steal away from his mother and the peacocks in the garden and go to his attic room and there lunge and plunge and slice the air with his blade.",but since he be sixteen only and too young to ride with them in africa or france he would steal away from his mother and the peacock in the garden and go to his attic room and there lunge and plunge and slice the air with his blade
7,"Sometimes he cut the cord so that the skull bumped on the floor and he had to string it up again, fastening it with some chivalry almost out of reach so that his enemy grinned at him through shrunk, black lips triumphantly.",sometimes he cut the cord so that the skull bump on the floor and he have to string it up again fasten it with some chivalry almost out of reach so that his enemy grin at him through shrink black lip triumphantly
8,"The skull swung to and fro, for the house, at the top of which he lived, was so vast that there seemed trapped in it the wind itself, blowing this way, blowing that way, winter and summer.",the skull swing to and fro for the house at the top of which he live be so vast that there seem trap in it the wind itself blow this way blow that way winter and summer
9,The green arras with the hunters on it moved perpetually.,the green arras with the hunter on it move perpetually
10,His fathers had been noble since they had been at all.,his father have be noble since they have be at all
11,They came out of the northern mists wearing coronets on their heads.,they come out of the northern mist wear coronet on their head
